Family,SpeciesName,WoodDensity
Urticaceae,Cecropia sciadophylla,0.22
Urticaceae,Cecropia sciadophylla,0.34
Meliaceae,Cedrela fissilis,0.44
Meliaceae,Cedrela fissilis,0.4
Meliaceae,Cedrela odorata,0.37
Meliaceae,Cedrela odorata,0.3
Meliaceae,Cedrela odorata,0.31
Meliaceae,Cedrela odorata,0.31
Meliaceae,Cedrela odorata,0.34
Meliaceae,Cedrela odorata,0.4
Meliaceae,Cedrela odorata,0.33
Meliaceae,Cedrela odorata,0.37
Meliaceae,Cedrela odorata,0.38
Meliaceae,Cedrela odorata,0.36
Meliaceae,Cedrela odorata,0.4
Meliaceae,Cedrela odorata,0.38
Meliaceae,Cedrela odorata,0.39
Meliaceae,Cedrela odorata,0.41
Meliaceae,Cedrela odorata,0.44
Meliaceae,Cedrela odorata,0.43
Meliaceae,Cedrela odorata,0.4
Meliaceae,Cedrela sp,0.43
Meliaceae,Cedrela sp,0.43
Meliaceae,Cedrela sp,0.46
Leguminosae,Cedrelinga cateniformis,0.5
Leguminosae,Cedrelinga cateniformis,0.34
Leguminosae,Cedrelinga cateniformis,0.41
Leguminosae,Cedrelinga cateniformis,0.39
Leguminosae,Cedrelinga cateniformis,0.35
Leguminosae,Cedrelinga cateniformis,0.3
Leguminosae,Cedrelinga cateniformis,0.36
Leguminosae,Cedrelinga cateniformis,0.41
Leguminosae,Cedrelinga cateniformis,0.49
Leguminosae,Cedrelinga cateniformis,0.49
Leguminosae,Cedrelinga cateniformis,0.39
Leguminosae,Cedrelinga cateniformis,0.53
Leguminosae,Cedrelinga cateniformis,0.45
Leguminosae,Cedrelinga cateniformis,0.48
Pinaceae,Cedrus libani,0.43
Malvaceae,Ceiba pentandra,0.24
Malvaceae,Ceiba pentandra,0.26
Malvaceae,Ceiba pentandra,0.23
Malvaceae,Ceiba pentandra,0.32
Malvaceae,Ceiba pentandra,0.27
Malvaceae,Ceiba pentandra,0.29
Cannabaceae,Celtis adolfi-friderici,0.58
Cannabaceae,Celtis adolfi-friderici,0.55
Cannabaceae,Celtis adolfi-friderici,0.56
Cannabaceae,Celtis adolfi-friderici,0.59
Cannabaceae,Celtis adolfi-friderici,0.52
Cannabaceae,Celtis adolfi-friderici,0.53
Cannabaceae,Celtis mildbraedii,0.55
Cannabaceae,Celtis mildbraedii,0.52
Cannabaceae,Celtis mildbraedii,0.59
Cannabaceae,Celtis mildbraedii,0.69
Cannabaceae,Celtis mildbraedii,0.66
Cannabaceae,Celtis mildbraedii,0.58
Cannabaceae,Celtis mildbraedii,0.65
Cannabaceae,Celtis mildbraedii,0.6
Cannabaceae,Celtis mildbraedii,0.6
Cannabaceae,Celtis mildbraedii,0.62
Cannabaceae,Celtis mildbraedii,0.63
Cannabaceae,Celtis mildbraedii,0.49
Cannabaceae,Celtis sp,0.61
Cannabaceae,Celtis sp,0.63
Cannabaceae,Celtis sp,0.76
Cannabaceae,Celtis tessmannii,0.64
Cannabaceae,Celtis tessmannii,0.67
Cannabaceae,Celtis tessmannii,0.66
Cannabaceae,Celtis tessmannii,0.62
Cannabaceae,Celtis tessmannii,0.65
Cannabaceae,Celtis tessmannii,0.59
Cannabaceae,Celtis tessmannii,0.61
Cannabaceae,Celtis tessmannii,0.56
Cannabaceae,Celtis tessmannii,0.58
Cannabaceae,Celtis tessmannii,0.63
Cannabaceae,Celtis tessmannii,0.58
Cannabaceae,Celtis tessmannii,0.65
Cannabaceae,Celtis tessmannii,0.63
Cannabaceae,Celtis tessmannii,0.56
Cannabaceae,Celtis tessmannii,0.61
Cannabaceae,Celtis tessmannii,0.69
Cannabaceae,Celtis zenkeri,0.68
Cannabaceae,Celtis zenkeri,0.71
Cannabaceae,Celtis zenkeri,0.68
Apocynaceae,Cerberiopsis candelabra,0.6
Peraceae,Chaetocarpus schomburgkianus,0.92
Rubiaceae,Chimarrhis cymosa,0.53
Rubiaceae,Chimarrhis cymosa,0.64
Rubiaceae,Chimarrhis cymosa,0.58
Rubiaceae,Chimarrhis cymosa,0.6
Rubiaceae,Chimarrhis cymosa,0.58
Rubiaceae,Chimarrhis cymosa,0.55
Rubiaceae,Chimarrhis cymosa,0.54
Rubiaceae,Chimarrhis cymosa,0.56
Rubiaceae,Chimarrhis cymosa,0.58
Lauraceae,Chlorocardium rodiei,0.8
Rutaceae,Chloroxylon faho,0.76
Sapotaceae,Chrysophyllum africanum,0.6
Sapotaceae,Chrysophyllum africanum,0.63
Sapotaceae,Chrysophyllum africanum,0.63
Sapotaceae,Chrysophyllum africanum,0.5
Sapotaceae,Chrysophyllum africanum,0.65
Sapotaceae,Chrysophyllum africanum,0.65
Sapotaceae,Chrysophyllum africanum,0.62
Sapotaceae,Chrysophyllum boivinianum,0.54
Sapotaceae,Chrysophyllum boivinianum,0.53
Sapotaceae,Chrysophyllum boivinianum,0.52
Sapotaceae,Chrysophyllum giganteum,0.45
Sapotaceae,Chrysophyllum giganteum,0.47
Sapotaceae,Chrysophyllum giganteum,0.47
Sapotaceae,Chrysophyllum lacourtianum,0.6
Sapotaceae,Chrysophyllum lucentifolium,0.81
Sapotaceae,Chrysophyllum lucentifolium,0.78
Sapotaceae,Chrysophyllum perpulchrum,0.66
Sapotaceae,Chrysophyllum pomiferum,0.62
Sapotaceae,Chrysophyllum prieurii,1.08
Sapotaceae,Chrysophyllum prieurii,1.06
Sapotaceae,Chrysophyllum prieurii,0.96
Sapotaceae,Chrysophyllum prieurii,0.79
Sapotaceae,Chrysophyllum sanguinolentum,0.52
Sapotaceae,Chrysophyllum sanguinolentum,0.59
Sapotaceae,Chrysophyllum sanguinolentum,0.68
Sapotaceae,Chrysophyllum sanguinolentum,0.6
Sapotaceae,Chrysophyllum sanguinolentum,0.61
Sapotaceae,Chrysophyllum sanguinolentum,0.62
Sapotaceae,Chrysophyllum sanguinolentum,0.6
Sapotaceae,Chrysophyllum sanguinolentum,0.64
Sapotaceae,Chrysophyllum sanguinolentum,0.65
Sapotaceae,Chrysophyllum sp,0.58
Sapotaceae,Chrysophyllum sp,0.49
Sapotaceae,Chrysophyllum subnudum,0.6
Sapotaceae,Chrysophyllum subnudum,0.65
Sapotaceae,Chrysophyllum subnudum,0.63
Lauraceae,Cinnamomum camphora,0.45
Lauraceae,Cinnamomum tetragonum,0.36
Cardiopteridaceae,Citronella sarmentosa,0.74
Moraceae,Clarisia racemosa,0.62
Moraceae,Clarisia racemosa,0.53
Moraceae,Clarisia racemosa,0.58
Moraceae,Clarisia racemosa,0.59
Moraceae,Clarisia racemosa,0.6
Moraceae,Clarisia racemosa,0.56
Moraceae,Clarisia racemosa,0.64
Moraceae,Clarisia racemosa,0.56
Moraceae,Clarisia racemosa,0.63
Moraceae,Clarisia racemosa,0.54
Moraceae,Clarisia racemosa,0.59
Moraceae,Clarisia racemosa,0.64
Moraceae,Clarisia racemosa,0.55
Annonaceae,Cleistopholis glauca,0.27
Annonaceae,Cleistopholis glauca,0.3
Annonaceae,Cleistopholis glauca,0.29
Annonaceae,Cleistopholis glauca,0.3
Annonaceae,Cleistopholis glauca,0.34
Arecaceae,Cocos nucifera,0.7
Arecaceae,Cocos nucifera,0.37
Arecaceae,Cocos nucifera,0.33
Arecaceae,Cocos sp,0.71
Cunoniaceae,Codia sp,0.69
Myristicaceae,Coelocaryon preussii,0.49
Myristicaceae,Coelocaryon preussii,0.48
Myristicaceae,Coelocaryon preussii,0.47
Myristicaceae,Coelocaryon preussii,0.54
Myristicaceae,Coelocaryon preussii,0.4
Myristicaceae,Coelocaryon preussii,0.4
Myristicaceae,Coelocaryon preussii,0.42
Myristicaceae,Coelocaryon preussii,0.39
Myristicaceae,Coelocaryon preussii,0.39
Myristicaceae,Coelocaryon preussii,0.45
Myristicaceae,Coelocaryon preussii,0.44
Myristicaceae,Coelocaryon preussii,0.48
Rhamnaceae,Colubrina faraloatra,0.58
Rhamnaceae,Colubrina faraloatra,0.63
Rhamnaceae,Colubrina faraloatra,0.69
Burseraceae,Commiphora pterocarpa,0.36
Burseraceae,Commiphora sp,0.33
Burseraceae,Commiphora sp,0.35
Burseraceae,Commiphora sp,0.35
Burseraceae,Commiphora sp,0.36
Burseraceae,Commiphora sp,0.39
Burseraceae,Commiphora sp,0.32
Burseraceae,Commiphora sp,0.3
Burseraceae,Commiphora sp,0.32
Burseraceae,Commiphora sp,0.33
Leguminosae,Copaifera duckei,0.68
Leguminosae,Copaifera guyanensis,0.69
Leguminosae,Copaifera guyanensis,0.68
Leguminosae,Copaifera mildbraedii,0.51
Leguminosae,Copaifera mildbraedii,0.62
Leguminosae,Copaifera multijuga,0.43
Leguminosae,Copaifera multijuga,0.46
Leguminosae,Copaifera multijuga,0.38
Leguminosae,Copaifera multijuga,0.44
Leguminosae,Copaifera multijuga,0.42
Leguminosae,Copaifera multijuga,0.41
Leguminosae,Copaifera multijuga,0.42
Leguminosae,Copaifera multijuga,0.42
Leguminosae,Copaifera religiosa,0.48
Leguminosae,Copaifera religiosa,0.48
Leguminosae,Copaifera salikounda,0.66
Leguminosae,Copaifera sp,0.57
Leguminosae,Copaifera sp,0.64
Boraginaceae,Cordia alliodora,0.35
Boraginaceae,Cordia alliodora,0.51
Boraginaceae,Cordia alliodora,0.45
Boraginaceae,Cordia alliodora,0.42
Boraginaceae,Cordia collococca,0.38
Boraginaceae,Cordia goeldiana,0.48
Boraginaceae,Cordia goeldiana,0.51
Boraginaceae,Cordia platythyrsa,0.35
Boraginaceae,Cordia trichotoma,0.46
Leguminosae,Cordyla pinnata,0.73
Myrtaceae,Corymbia citriodora,0.69
Myrtaceae,Corymbia citriodora,0.87
Myrtaceae,Corymbia citriodora,0.84
Myrtaceae,Corymbia citriodora,0.86
Myrtaceae,Corymbia citriodora,0.84
Myrtaceae,Corymbia gummifera,0.6
Myrtaceae,Corymbia maculata,0.73
Myrtaceae,Corymbia maculata,0.79
Myrtaceae,Corymbia maculata,0.76
Myrtaceae,Corymbia maculata,0.64
Myrtaceae,Corymbia maculata,0.66
Myrtaceae,Corymbia maculata,0.74
Myrtaceae,Corymbia maculata,0.77
Myrtaceae,Corymbia maculata,0.81
Rubiaceae,Corynanthe pachyceras,0.65
Rubiaceae,Corynanthe pachyceras,0.65
Lecythidaceae,Corythophora rimosa,0.82
Lecythidaceae,Corythophora rimosa,0.84
Chrysobalanaceae,Couepia guianensis,0.73
Olacaceae,Coula edulis,0.88
Olacaceae,Coula edulis,0.89
Olacaceae,Coula edulis,0.93
Olacaceae,Coula edulis,0.87
Olacaceae,Coula edulis,0.81
Olacaceae,Coula edulis,0.75
Apocynaceae,Couma guianensis,0.46
Apocynaceae,Couma guianensis,0.49
Apocynaceae,Couma guianensis,0.47
Apocynaceae,Couma guianensis,0.48
Apocynaceae,Couma guianensis,0.53
Apocynaceae,Couma guianensis,0.56
Apocynaceae,Couma guianensis,0.52
Apocynaceae,Couma guianensis,0.55
Apocynaceae,Couma guianensis,0.44
Apocynaceae,Couma guianensis,0.51
Lecythidaceae,Couratari guianensis,0.55
Lecythidaceae,Couratari guianensis,0.53
Lecythidaceae,Couratari guianensis,0.43
Lecythidaceae,Couratari guianensis,0.53
Lecythidaceae,Couratari guianensis,0.51
Lecythidaceae,Couratari multiflora,0.55
Lecythidaceae,Couratari multiflora,0.45
Lecythidaceae,Couratari multiflora,0.54
Lecythidaceae,Couratari oblongifolia,0.46
Lecythidaceae,Couratari oblongifolia,0.52
Lecythidaceae,Couratari oblongifolia,0.48
Lecythidaceae,Couratari oblongifolia,0.51
Lecythidaceae,Couratari sp,0.5
Lecythidaceae,Couratari sp,0.54
Lecythidaceae,Couratari stellata,0.62
Lecythidaceae,Couroupita sp,0.34
Lecythidaceae,Couroupita sp,0.36
Lecythidaceae,Couroupita sp,0.4
Lecythidaceae,Couroupita sp,0.35
Lecythidaceae,Couroupita subsessilis,0.38
Lecythidaceae,Couroupita subsessilis,0.42
Lecythidaceae,Couroupita subsessilis,0.39
Lecythidaceae,Couroupita subsessilis,0.38
Loganiaceae,Couthovia novocaledonica,0.39
Apocynaceae,Craspidospermum verticillatum,0.8
Hypericaceae,Cratoxylum sp,0.37
Bignoniaceae,Crescentia cujete,0.48
Rhizophoraceae,Crossostylis grandiflora,0.49
Rhizophoraceae,Crossostylis multiflora,0.53
Rhizophoraceae,Crossostylis multiflora,0.52
Rhizophoraceae,Crossostylis multiflora,0.53
Rhizophoraceae,Crossostylis multiflora,0.53
Rhizophoraceae,Crossostylis multiflora,0.51
Rhizophoraceae,Crossostylis multiflora,0.49
Rhizophoraceae,Crossostylis multiflora,0.54
Euphorbiaceae,Croton oligandrus,0.58
Euphorbiaceae,Croton oligandrus,0.54
Euphorbiaceae,Croton oligandrus,0.57
Euphorbiaceae,Croton oligandrus,0.58
Euphorbiaceae,Croton oligandrus,0.52
Euphorbiaceae,Croton oligandrus,0.55
Euphorbiaceae,Croton tchibangensis,0.36
Euphorbiaceae,Croton tchibangensis,0.31
Euphorbiaceae,Croton tchibangensis,0.34
Euphorbiaceae,Croton tchibangensis,0.4
Euphorbiaceae,Croton tchibangensis,0.35
Leguminosae,Crudia chrysantha,0.77
Lauraceae,Cryptocarya aristata,0.52
Lauraceae,Cryptocarya elliptica,0.58
Lauraceae,Cryptocarya elliptica,0.6
Lauraceae,Cryptocarya leptospermoides,0.61
Lauraceae,Cryptocarya louvelii,0.78
Lauraceae,Cryptocarya louvelii,0.67
Lauraceae,Cryptocarya louvelii,0.78
Lauraceae,Cryptocarya louvelii,0.65
Lauraceae,Cryptocarya louvelii,0.67
Lauraceae,Cryptocarya louvelii,0.69
Lauraceae,Cryptocarya macrocarpa,0.49
Lauraceae,Cryptocarya macrocarpa,0.55
Lauraceae,Cryptocarya odorata,0.57
Lauraceae,Cryptocarya ovalifolia,0.57
Lauraceae,Cryptocarya retusa,0.69
Lauraceae,Cryptocarya sp,0.53
Lauraceae,Cryptocarya sp,0.44
Lauraceae,Cryptocarya thouvenotii,0.65
Lauraceae,Cryptocarya thouvenotii,0.49
Lauraceae,Cryptocarya thouvenotii,0.48
Lauraceae,Cryptocarya thouvenotii,0.62
Lauraceae,Cryptocarya thouvenotii,0.61
Cupressaceae,Cryptomeria japonica,0.35
Cupressaceae,Cryptomeria japonica,0.36
Cupressaceae,Cryptomeria japonica,0.37
Cupressaceae,Cryptomeria japonica,0.31
Cupressaceae,Cryptomeria japonica,0.39
Cupressaceae,Cryptomeria japonica,0.23
Cupressaceae,Cryptomeria japonica,0.29
Cupressaceae,Cryptomeria japonica,0.25
Cupressaceae,Cryptomeria japonica,0.28
Cupressaceae,Cryptomeria japonica,0.27
Cupressaceae,Cryptomeria japonica,0.29
Cupressaceae,Cryptomeria japonica,0.3
Cupressaceae,Cryptomeria japonica,0.29
Cupressaceae,Cryptomeria japonica,0.25
Cupressaceae,Cryptomeria japonica,0.27
Cupressaceae,Cryptomeria japonica,0.31
Cupressaceae,Cryptomeria japonica,0.25
Cupressaceae,Cryptomeria japonica,0.29
Cupressaceae,Cryptomeria japonica,0.28
Cupressaceae,Cryptomeria japonica,0.3
Cupressaceae,Cryptomeria japonica,0.28
Cupressaceae,Cryptomeria japonica,0.27
Cupressaceae,Cryptomeria japonica,0.25
Cupressaceae,Cryptomeria japonica,0.29
Cupressaceae,Cryptomeria japonica,0.25
Cupressaceae,Cryptomeria japonica,0.3
Cupressaceae,Cryptomeria japonica,0.24
Cupressaceae,Cryptomeria japonica,0.26
Cupressaceae,Cryptomeria japonica,0.27
Cupressaceae,Cryptomeria japonica,0.33
Cupressaceae,Cryptomeria japonica,0.29
Cupressaceae,Cryptomeria japonica,0.25
Cupressaceae,Cryptomeria japonica,0.3
Cupressaceae,Cryptomeria japonica,0.28
Cupressaceae,Cryptomeria japonica,0.3
Cupressaceae,Cryptomeria japonica,0.27
Cupressaceae,Cryptomeria japonica,0.29
Cupressaceae,Cryptomeria japonica,0.28
Cupressaceae,Cryptomeria japonica,0.29
Cupressaceae,Cryptomeria japonica,0.34
Cupressaceae,Cryptomeria japonica,0.33
Cupressaceae,Cryptomeria japonica,0.28
Cupressaceae,Cryptomeria japonica,0.25
Cupressaceae,Cryptomeria japonica,0.26
Cupressaceae,Cryptomeria japonica,0.31
Cupressaceae,Cryptomeria japonica,0.29
Cupressaceae,Cryptomeria japonica,0.27
Cupressaceae,Cryptomeria japonica,0.26
Cupressaceae,Cryptomeria japonica,0.31
Cupressaceae,Cryptomeria japonica,0.26
Cupressaceae,Cryptomeria japonica,0.31
Cupressaceae,Cryptomeria japonica,0.29
Cupressaceae,Cryptomeria japonica,0.31
Cupressaceae,Cryptomeria japonica,0.25
Leguminosae,Cryptosepalum staudtii,0.74
Leguminosae,Cryptosepalum staudtii,0.77
Ctenolophonaceae,Ctenolophon englerianus,0.77
Ctenolophonaceae,Ctenolophon englerianus,0.76
Ctenolophonaceae,Ctenolophon englerianus,0.78
Cunoniaceae,Cunonia austrocaledonica,0.76
Cunoniaceae,Cunonia austrocaledonica,0.83
Cunoniaceae,Cunonia linearisepala,0.72
Sapindaceae,Cupaniopsis apiocarpa,0.7
Cupressaceae,Cupressus lusitanica,0.35
Cupressaceae,Cupressus lusitanica,0.38
Cupressaceae,Cupressus lusitanica,0.36
Cupressaceae,Cupressus lusitanica,0.43
Cupressaceae,Cupressus lusitanica,0.36
Cupressaceae,Cupressus lusitanica,0.39
Cupressaceae,Cupressus nootkatensis,0.41
Leguminosae,Cylicodiscus gabunensis,0.7
Leguminosae,Cylicodiscus gabunensis,0.7
Leguminosae,Cylicodiscus gabunensis,0.86
Leguminosae,Cylicodiscus gabunensis,0.64
Leguminosae,Cylicodiscus gabunensis,0.82
Leguminosae,Cylicodiscus gabunensis,0.79
Leguminosae,Cylicodiscus gabunensis,0.67
Leguminosae,Cylicodiscus gabunensis,0.9
Leguminosae,Cylicodiscus gabunensis,0.79
Leguminosae,Cylicodiscus gabunensis,0.74
Leguminosae,Cynometra ananta,0.82
Leguminosae,Cynometra ananta,0.76
Leguminosae,Cynometra hankei,0.8
Podocarpaceae,Dacrycarpus imbricatus,0.45
Podocarpaceae,Dacrydium balansae,0.51
Burseraceae,Dacryodes buettneri,0.56
Burseraceae,Dacryodes buettneri,0.55
Burseraceae,Dacryodes buettneri,0.48
Burseraceae,Dacryodes buettneri,0.45
Burseraceae,Dacryodes buettneri,0.47
Burseraceae,Dacryodes buettneri,0.52
Burseraceae,Dacryodes buettneri,0.47
Burseraceae,Dacryodes buettneri,0.47
Burseraceae,Dacryodes buettneri,0.49
Burseraceae,Dacryodes buettneri,0.5
Burseraceae,Dacryodes buettneri,0.48
Burseraceae,Dacryodes buettneri,0.42
Burseraceae,Dacryodes buettneri,0.45
Burseraceae,Dacryodes buettneri,0.47
Burseraceae,Dacryodes buettneri,0.49
Burseraceae,Dacryodes buettneri,0.47
Burseraceae,Dacryodes excelsa,0.52
Burseraceae,Dacryodes excelsa,0.47
Burseraceae,Dacryodes excelsa,0.52
Burseraceae,Dacryodes excelsa,0.5
Burseraceae,Dacryodes excelsa,0.49
Burseraceae,Dacryodes excelsa,0.54
Burseraceae,Dacryodes excelsa,0.53
Burseraceae,Dacryodes excelsa,0.49
Burseraceae,Dacryodes excelsa,0.46
Burseraceae,Dacryodes excelsa,0.47
Burseraceae,Dacryodes heterotricha,0.63
Burseraceae,Dacryodes heterotricha,0.51
Burseraceae,Dacryodes heterotricha,0.57
Burseraceae,Dacryodes heterotricha,0.58
Burseraceae,Dacryodes heterotricha,0.59
Burseraceae,Dacryodes heterotricha,0.63
Burseraceae,Dacryodes heterotricha,0.54
Burseraceae,Dacryodes igaganga,0.47
Burseraceae,Dacryodes igaganga,0.51
Burseraceae,Dacryodes igaganga,0.49
Burseraceae,Dacryodes igaganga,0.52
Burseraceae,Dacryodes igaganga,0.54
Burseraceae,Dacryodes igaganga,0.51
Burseraceae,Dacryodes igaganga,0.5
Burseraceae,Dacryodes igaganga,0.51
Burseraceae,Dacryodes klaineana,0.54
Burseraceae,Dacryodes klaineana,0.65
Burseraceae,Dacryodes klaineana,0.76
Burseraceae,Dacryodes macrophylla,0.53
Burseraceae,Dacryodes normandii,0.51
Burseraceae,Dacryodes normandii,0.5
Burseraceae,Dacryodes normandii,0.47
Burseraceae,Dacryodes normandii,0.49
Burseraceae,Dacryodes normandii,0.47
Burseraceae,Dacryodes normandii,0.53
Burseraceae,Dacryodes normandii,0.47
Burseraceae,Dacryodes normandii,0.46
Burseraceae,Dacryodes pubescens,0.54
Burseraceae,Dacryodes pubescens,0.57
Burseraceae,Dacryodes pubescens,0.55
Burseraceae,Dacryodes pubescens,0.56
Burseraceae,Dacryodes sp,0.55
Leguminosae,Dalbergia baronii,0.67
Leguminosae,Dalbergia melanoxylon,1.07
Leguminosae,Dalbergia melanoxylon,1.14
Leguminosae,Dalbergia monticola,0.75
Leguminosae,Dalbergia monticola,0.7
Leguminosae,Dalbergia sp,0.95
Leguminosae,Dalbergia sp,0.86
Leguminosae,Dalbergia sp,0.85
Leguminosae,Dalbergia sp,0.96
Leguminosae,Dalbergia spruceana,0.88
Leguminosae,Daniellia klainei,0.41
Leguminosae,Daniellia klainei,0.42
Leguminosae,Daniellia ogea,0.4
Leguminosae,Daniellia oliveri,0.53
Leguminosae,Daniellia oliveri,0.42
Leguminosae,Daniellia oliveri,0.43
Leguminosae,Daniellia oliveri,0.5
Leguminosae,Daniellia oliveri,0.49
Leguminosae,Daniellia oliveri,0.5
Leguminosae,Daniellia oliveri,0.5
Leguminosae,Daniellia oliveri,0.52
Leguminosae,Daniellia oliveri,0.57
Leguminosae,Daniellia oliveri,0.52
Leguminosae,Daniellia soyauxii,0.48
Leguminosae,Daniellia sp,0.44
Leguminosae,Daniellia sp,0.41
Leguminosae,Daniellia sp,0.47
Leguminosae,Daniellia thurifera,0.5
Leguminosae,Daniellia thurifera,0.37
Leguminosae,Daniellia thurifera,0.37
Leguminosae,Daniellia thurifera,0.44
Leguminosae,Daniellia thurifera,0.44
Leguminosae,Daniellia thurifera,0.41
Cardiopteridaceae,Dendrobangia boliviana,0.66
Cardiopteridaceae,Dendrobangia boliviana,0.65
Cardiopteridaceae,Dendrobangia boliviana,0.63
Irvingiaceae,Desbordesia insignis,0.85
Irvingiaceae,Desbordesia insignis,0.95
Irvingiaceae,Desbordesia insignis,0.86
Irvingiaceae,Desbordesia insignis,0.85
Irvingiaceae,Desbordesia insignis,0.76
Leguminosae,Detarium macrocarpum,0.53
Leguminosae,Detarium macrocarpum,0.57
Leguminosae,Detarium macrocarpum,0.55
Leguminosae,Detarium macrocarpum,0.55
Leguminosae,Detarium macrocarpum,0.64
Leguminosae,Detarium macrocarpum,0.55
Leguminosae,Detarium macrocarpum,0.56
Leguminosae,Detarium senegalense,0.62
Leguminosae,Dialium aubrevillei,0.65
Leguminosae,Dialium bipindense,0.93
Leguminosae,Dialium cochinchinense,0.91
Leguminosae,Dialium dinklagei,0.79
Leguminosae,Dialium dinklagei,0.76
Leguminosae,Dialium indum,0.82
Leguminosae,Dialium pachyphyllum,0.88
Leguminosae,Dialium pachyphyllum,0.83
Leguminosae,Dialium sp,0.66
Leguminosae,Dicorynia guianensis,0.68
Leguminosae,Dicorynia guianensis,0.61
Leguminosae,Dicorynia guianensis,0.63
Leguminosae,Dicorynia guianensis,0.61
Leguminosae,Dicorynia guianensis,0.65
Leguminosae,Dicorynia guianensis,0.59
Leguminosae,Dicorynia guianensis,0.6
Leguminosae,Dicorynia guianensis,0.64
Leguminosae,Dicorynia guianensis,0.63
Leguminosae,Dicorynia guianensis,0.6
Leguminosae,Dicorynia guianensis,0.62
Leguminosae,Dicorynia guianensis,0.69
Leguminosae,Dicorynia guianensis,0.67
Leguminosae,Dicorynia guianensis,0.71
Leguminosae,Dicorynia guianensis,0.71
Leguminosae,Dicorynia guianensis,0.69
Leguminosae,Dicorynia guianensis,0.69
Leguminosae,Dicorynia guianensis,0.67
Leguminosae,Dicorynia guianensis,0.67
Leguminosae,Dicorynia guianensis,0.67
Leguminosae,Dicorynia guianensis,0.67
Leguminosae,Dicorynia guianensis,0.72
Leguminosae,Dicorynia guianensis,0.72
Leguminosae,Dicorynia guianensis,0.59
Leguminosae,Dicorynia guianensis,0.6
Leguminosae,Dicorynia guianensis,0.67
Leguminosae,Dicorynia guianensis,0.66
Leguminosae,Dicorynia guianensis,0.64
Leguminosae,Dicorynia guianensis,0.71
Leguminosae,Dicorynia guianensis,0.62
Leguminosae,Dicorynia guianensis,0.63
Leguminosae,Dicorynia guianensis,0.69
Leguminosae,Dicorynia guianensis,0.64
Leguminosae,Dicorynia guianensis,0.64
Leguminosae,Dicorynia guianensis,0.64
Leguminosae,Dicorynia guianensis,0.67
Leguminosae,Dicorynia guianensis,0.62
Leguminosae,Dicorynia guianensis,0.6
Leguminosae,Dicorynia guianensis,0.67
Leguminosae,Dicorynia guianensis,0.64
Leguminosae,Dicorynia guianensis,0.68
Leguminosae,Dicorynia guianensis,0.68
Leguminosae,Dicorynia guianensis,0.66
Leguminosae,Dicorynia guianensis,0.62
Leguminosae,Dicorynia guianensis,0.68
Leguminosae,Didelotia brevipaniculata,0.55
Leguminosae,Didelotia idae,0.56
Leguminosae,Didelotia idae,0.51
Leguminosae,Didelotia idae,0.48
Leguminosae,Didelotia letouzeyi,0.5
Leguminosae,Didelotia letouzeyi,0.49
Leguminosae,Didelotia letouzeyi,0.55
Leguminosae,Didelotia letouzeyi,0.57
Leguminosae,Didelotia letouzeyi,0.56
Proteaceae,Dilobeia tenuinervis,0.76
Proteaceae,Dilobeia thouarsii,0.84
Proteaceae,Dilobeia thouarsii,0.79
Proteaceae,Dilobeia thouarsii,0.78
Proteaceae,Dilobeia thouarsii,0.78
Proteaceae,Dilobeia thouarsii,0.84
Leguminosae,Dimorphandra polyandra,0.63
Leguminosae,Dimorphandra polyandra,0.6
Leguminosae,Dimorphandra polyandra,0.57
Leguminosae,Dimorphandra polyandra,0.59
Leguminosae,Dimorphandra polyandra,0.59
Leguminosae,Dimorphandra polyandra,0.58
Leguminosae,Dimorphandra polyandra,0.58
Leguminosae,Dinizia excelsa,0.93
Leguminosae,Dinizia excelsa,0.86
Olacaceae,Diogoa zenkeri,0.66
Olacaceae,Diogoa zenkeri,0.7
Ebenaceae,Diospyros mespiliformis,0.77
Ebenaceae,Diospyros mespiliformis,0.68
Ebenaceae,Diospyros mespiliformis,0.65
Ebenaceae,Diospyros mespiliformis,0.65
Ebenaceae,Diospyros mespiliformis,0.69
Ebenaceae,Diospyros nigra,0.56
Ebenaceae,Diospyros sanza-minika,0.75
Ebenaceae,Diospyros sanza-minika,0.64
Leguminosae,Diplotropis purpurea,0.8
Leguminosae,Diplotropis purpurea,0.75
Leguminosae,Diplotropis purpurea,0.78
Leguminosae,Diplotropis purpurea,0.82
Leguminosae,Diplotropis purpurea,0.75
Leguminosae,Diplotropis purpurea,0.71
Leguminosae,Diplotropis purpurea,0.67
Leguminosae,Diplotropis purpurea,0.81
Leguminosae,Diplotropis purpurea,0.73
Leguminosae,Diplotropis purpurea,0.84
Leguminosae,Diplotropis purpurea,0.77
Dipterocarpaceae,Dipterocarpus alatus,0.66
Dipterocarpaceae,Dipterocarpus costatus,0.68
Dipterocarpaceae,Dipterocarpus costatus,0.75
Dipterocarpaceae,Dipterocarpus costatus,0.63
Dipterocarpaceae,Dipterocarpus grandiflorus,0.56
Dipterocarpaceae,Dipterocarpus obtusifolius,0.62
Dipterocarpaceae,Dipterocarpus obtusifolius,0.63
Dipterocarpaceae,Dipterocarpus sp,0.68
Dipterocarpaceae,Dipterocarpus sp,0.55
Dipterocarpaceae,Dipterocarpus sp,0.58
Leguminosae,Dipteryx odorata,0.83
Leguminosae,Dipteryx odorata,0.86
Leguminosae,Dipteryx odorata,0.88
