Family,SpeciesName,WoodDensity
Fabaceae,Dialium hydnocarpoides,0.68
Fabaceae,Dialium hydnocarpoides,0.71
Fabaceae,Dialium hydnocarpoides,0.7
Fabaceae,Dialium indet,0.792
Fabaceae,Dialium indet,0.669
Fabaceae,Dialium indet,0.691
Fabaceae,Dialium indum,0.8
Fabaceae,Dialium indum,0.85
Fabaceae,Dialium indum,0.81
Fabaceae,Dialium kingii,0.68
Fabaceae,Dialium kunstleri,0.72
Fabaceae,Dialium laurinum,0.8
Fabaceae,Dialium maingayi,0.82
Fabaceae,Dialium modestum,0.76
Fabaceae,Dialium pachyphyllum,0.895
Fabaceae,Dialium pachyphyllum,0.95
Fabaceae,Dialium patens,0.97
Fabaceae,Dialium platysepalum,0.74
Fabaceae,Dialium platysepalum,0.79
Fabaceae,Dialium platysepalum,0.73
Fabaceae,Dialium platysepalum,0.83
Fabaceae,Dialium procerum,0.71
Fabaceae,Dialium wallichii,0.88
Sapindaceae,Diatenopteryx sorbifolia,0.8
Sapindaceae,Diatenopteryx sorbifolia,0.688
Dichapetalaceae,Dichapetalum papuanum,0.761
Fabaceae,Dichrostachys cinerea,0.99
Annonaceae,Diclinanona calycina,0.47
Fabaceae,Dicorynia guianensis,0.62
Fabaceae,Dicorynia guianensis,0.68
Fabaceae,Dicorynia guianensis,0.65
Fabaceae,Dicorynia guianensis,0.64
Fabaceae,Dicorynia guianensis,0.6
Fabaceae,Dicorynia guianensis,0.672
Fabaceae,Dicorynia guianensis,0.47
Fabaceae,Dicorynia guianensis,0.45
Fabaceae,Dicorynia guianensis,0.67
Fabaceae,Dicorynia guianensis,0.46
Thymelaeaceae,Dicranolepis usambarica,0.6
Fabaceae,Dicymbe altsonii,0.758
Fabaceae,Dicymbe altsonii,0.758
Fabaceae,Dicymbe corymbosa,0.758
Fabaceae,Didelotia africana,0.51
Fabaceae,Didelotia africana,0.824
Fabaceae,Didelotia africana,0.552
Fabaceae,Didelotia africana,0.76
Fabaceae,Didelotia brevipaniculata,0.53
Fabaceae,Didelotia brevipaniculata,0.563
Fabaceae,Didelotia brevipaniculata,0.566
Fabaceae,Didelotia idae,0.551
Fabaceae,Didelotia indet,0.586
Fabaceae,Didelotia letouzeyi,0.56
Fabaceae,Didelotia letouzeyi,0.5
Fabaceae,Didelotia letouzeyi,0.5
Fabaceae,Didelotia letouzeyi,0.502
Araliaceae,Didymopanax macrocarpum,0.76
Araliaceae,Didymopanax macrocarpum,0.39
Rubiaceae,Didymosalpinx norae,0.715
Dilleniaceae,Dillenia alata,0.55
Dilleniaceae,Dillenia alata,0.551
Dilleniaceae,Dillenia alata,0.55
Dilleniaceae,Dillenia alata,0.551
Dilleniaceae,Dillenia aurea,0.61
Dilleniaceae,Dillenia aurea,0.62
Dilleniaceae,Dillenia aurea,0.647
Dilleniaceae,Dillenia borneensis,0.61
Dilleniaceae,Dillenia celebica,0.63
Dilleniaceae,Dillenia excelsa,0.68
Dilleniaceae,Dillenia eximia,0.68
Dilleniaceae,Dillenia grandifolia,0.64
Dilleniaceae,Dillenia grandifolia,0.63
Dilleniaceae,Dillenia grandifolia,0.68
Dilleniaceae,Dillenia indica,0.7
Dilleniaceae,Dillenia luzoniensis,0.685
Dilleniaceae,Dillenia megalantha,0.739
Dilleniaceae,Dillenia oblonga,0.48
Dilleniaceae,Dillenia obovata,0.63
Dilleniaceae,Dillenia ochreata,0.64
Dilleniaceae,Dillenia ovalifolia,0.68
Dilleniaceae,Dillenia papuana,0.55
Dilleniaceae,Dillenia papuana,0.551
Dilleniaceae,Dillenia parviflora,0.56
Dilleniaceae,Dillenia pentagyna,0.633
Dilleniaceae,Dillenia pentagyna,0.574
Dilleniaceae,Dillenia pentagyna,0.579
Dilleniaceae,Dillenia philippinensis,0.6
Dilleniaceae,Dillenia philippinensis,0.653
Dilleniaceae,Dillenia pulchella,0.69
Dilleniaceae,Dillenia pulchella,0.69
Dilleniaceae,Dillenia pulcherrima,0.537
Dilleniaceae,Dillenia reticulata,0.6
Dilleniaceae,Dillenia reticulata,0.62
Dilleniaceae,Dillenia serrata,0.51
Dilleniaceae,Dillenia suffruticosa,0.45
Dilleniaceae,Dillenia sumatrana,0.68
Proteaceae,Dilobeia indet,0.883
Proteaceae,Dilobeia thouarsii,0.815
Proteaceae,Dilobeia thouarsii,0.815
Proteaceae,Dilobeia thouarsii,0.829
Proteaceae,Dilobeia thouarsii,0.851
Proteaceae,Dilobeia thouarsii,0.908
Sapindaceae,Dimocarpus longan,0.7
Fabaceae,Dimorphandra conjugata,0.913
Fabaceae,Dimorphandra conjugata,0.611
Fabaceae,Dimorphandra conjugata,0.766
Fabaceae,Dimorphandra conjugata,0.62
Fabaceae,Dimorphandra davisii,0.861
Fabaceae,Dimorphandra macrostachya,0.79
Fabaceae,Dimorphandra macrostachya,0.6
Fabaceae,Dimorphandra mora,0.99
Fabaceae,Dimorphandra parviflora,1
Fabaceae,Dimorphandra polyandra,0.59
Fabaceae,Dimorphandra polyandra,0.758
Fabaceae,Dimorphandra polyandra,0.62
Fabaceae,Dimorphandra pullei,0.58
Euphorbiaceae,Dimorphocalyx malayanus,0.82
Fabaceae,Dinizia excelsa,0.9
Fabaceae,Dinizia excelsa,1.09
Fabaceae,Dinizia excelsa,0.974
Fabaceae,Dinizia excelsa,0.99
Fabaceae,Dinizia excelsa,0.61
Fabaceae,Dinizia excelsa,1.15
Fabaceae,Dinizia excelsa,0.95
Fabaceae,Dinizia excelsa,0.88
Fabaceae,Dinizia excelsa,0.91
Fabaceae,Dinizia excelsa,0.6
Olacaceae,Diogoa zenkeri,0.692
Olacaceae,Diogoa zenkeri,0.699
Ebenaceae,Diospyros abyssinica,0.6
Ebenaceae,Diospyros andamanica,0.6
Ebenaceae,Diospyros areolata,0.72
Ebenaceae,Diospyros argentea,0.69
Ebenaceae,Diospyros aurea,0.38
Ebenaceae,Diospyros australis,0.633
Ebenaceae,Diospyros baloen-ldjoek,0.73
Ebenaceae,Diospyros bantamensis,0.76
Ebenaceae,Diospyros beccarii,0.62
Ebenaceae,Diospyros bejaudii,0.796
Ebenaceae,Diospyros blancoi,0.88
Ebenaceae,Diospyros borneensis,0.58
Ebenaceae,Diospyros borneensis,0.52
Ebenaceae,Diospyros brachiata,0.54
Ebenaceae,Diospyros brasiliensis,0.68
Ebenaceae,Diospyros burmanica,1.095
Ebenaceae,Diospyros buxifolia,0.72
Ebenaceae,Diospyros buxifolia,0.83
Ebenaceae,Diospyros campanulata,0.63
Ebenaceae,Diospyros capreifolia,0.73
Ebenaceae,Diospyros carbonaria,0.73
Ebenaceae,Diospyros cauliflora,0.54
Ebenaceae,Diospyros cayennensis,0.46
Ebenaceae,Diospyros celebica,0.88
Ebenaceae,Diospyros clavigera,0.77
Ebenaceae,Diospyros confertiflora,0.66
Ebenaceae,Diospyros cordifolia,0.73
Ebenaceae,Diospyros crassiflora,0.8
Ebenaceae,Diospyros crassiflora,0.99
Ebenaceae,Diospyros crassiflora,0.826
Ebenaceae,Diospyros crassiflora,0.9
Ebenaceae,Diospyros crassiflora,0.775
Ebenaceae,Diospyros curranii,0.69
Ebenaceae,Diospyros curranii,0.63
Ebenaceae,Diospyros curraniopsis,0.63
Ebenaceae,Diospyros dajakensis,0.68
Ebenaceae,Diospyros decipiens,0.65
Ebenaceae,Diospyros dendo,0.99
Ebenaceae,Diospyros dendo,0.82
Ebenaceae,Diospyros densa,0.71
Ebenaceae,Diospyros dichroa,0.46
Ebenaceae,Diospyros dichroa,0.6
Ebenaceae,Diospyros diepenhorstii,0.57
Ebenaceae,Diospyros digyna,0.79
Ebenaceae,Diospyros discocalyx,0.5
Ebenaceae,Diospyros discocalyx,0.56
Ebenaceae,Diospyros durionoides,0.75
Ebenaceae,Diospyros ebenum,0.74
Ebenaceae,Diospyros ehretioides,0.606
Ebenaceae,Diospyros ellipticifolia,0.76
Ebenaceae,Diospyros elmeri,0.77
Ebenaceae,Diospyros eriantha,0.672
Ebenaceae,Diospyros eriantha,0.724
Ebenaceae,Diospyros eriantha,0.63
Ebenaceae,Diospyros eriantha,0.737
Ebenaceae,Diospyros eriantha,0.75
Ebenaceae,Diospyros evena,0.58
Ebenaceae,Diospyros ferrea,1.076
Ebenaceae,Diospyros ferrea,1.076
Ebenaceae,Diospyros ferrea,1.012
Ebenaceae,Diospyros ferrea,0.85
Ebenaceae,Diospyros ferrea,0.98
Ebenaceae,Diospyros ferrea,0.646
Ebenaceae,Diospyros ferruginescens,0.62
Ebenaceae,Diospyros forbesii,0.74
Ebenaceae,Diospyros foxworthyi,0.54
Ebenaceae,Diospyros glaucophylla,0.62
Ebenaceae,Diospyros guianensis,0.73
Ebenaceae,Diospyros hallierii,0.59
Ebenaceae,Diospyros hasseltii,0.46
Ebenaceae,Diospyros hasseltii,0.646
Ebenaceae,Diospyros helferi,0.72
Ebenaceae,Diospyros hemicycloides,1.012
Ebenaceae,Diospyros hermaphroditica,0.6
Ebenaceae,Diospyros hermaphroditica,0.59
Ebenaceae,Diospyros hispida,0.62
Ebenaceae,Diospyros inclusa,0.696
Ebenaceae,Diospyros inconstans,0.83
Ebenaceae,Diospyros indet,0.47
Ebenaceae,Diospyros indet,0.801
Ebenaceae,Diospyros indet,0.99
Ebenaceae,Diospyros indet,0.82
Ebenaceae,Diospyros indet,0.783
Ebenaceae,Diospyros kaki,0.706
Ebenaceae,Diospyros kaki,0.634
Ebenaceae,Diospyros kaki,0.551
Ebenaceae,Diospyros kamerunensis,0.8
Ebenaceae,Diospyros kamerunensis,0.824
Ebenaceae,Diospyros kamerunensis,0.851
Ebenaceae,Diospyros kamerunensis,0.826
Ebenaceae,Diospyros kirkii,0.633
Ebenaceae,Diospyros koeboeensis,0.64
Ebenaceae,Diospyros korthalsiana,0.61
Ebenaceae,Diospyros kurzii,0.8
Ebenaceae,Diospyros laevis,0.46
Ebenaceae,Diospyros lancifolia,0.61
Ebenaceae,Diospyros lancifolia,0.66
Ebenaceae,Diospyros lancifolia,0.71
Ebenaceae,Diospyros latisepala,0.67
Ebenaceae,Diospyros lissocarpoides,0.482
Ebenaceae,Diospyros lolin,0.82
Ebenaceae,Diospyros longibracteata,0.51
Ebenaceae,Diospyros lucida,0.83
Ebenaceae,Diospyros maclurei,0.732
Ebenaceae,Diospyros maclurei,0.676
Ebenaceae,Diospyros macrophylla,0.48
Ebenaceae,Diospyros maingayi,0.55
Ebenaceae,Diospyros maingayi,0.54
Ebenaceae,Diospyros malabarica,0.71
Ebenaceae,Diospyros malabarica,0.72
Ebenaceae,Diospyros malaccensis,0.83
Ebenaceae,Diospyros malam,0.72
Ebenaceae,Diospyros malam,0.49
Ebenaceae,Diospyros mannii,0.8
Ebenaceae,Diospyros mannii,0.826
Ebenaceae,Diospyros maritima,0.56
Ebenaceae,Diospyros marmorata,0.85
Ebenaceae,Diospyros melanoxylon,0.68
Ebenaceae,Diospyros mespiliformis,0.732
Ebenaceae,Diospyros mespiliformis,0.663
Ebenaceae,Diospyros mespiliformis,0.71
Ebenaceae,Diospyros minahasae,0.51
Ebenaceae,Diospyros mindanaensis,0.65
Ebenaceae,Diospyros montana,0.63
Ebenaceae,Diospyros montana,0.88
Ebenaceae,Diospyros montana,0.647
Ebenaceae,Diospyros mun,0.947
Ebenaceae,Diospyros nemorosa,0.6
Ebenaceae,Diospyros oblonga,0.71
Ebenaceae,Diospyros oblonga,0.79
Ebenaceae,Diospyros palembanica,0.54
Ebenaceae,Diospyros palembanica,0.84
Ebenaceae,Diospyros papuana,0.72
Ebenaceae,Diospyros papuana,0.646
Ebenaceae,Diospyros paralea,0.47
Ebenaceae,Diospyros paraoesi,0.72
Ebenaceae,Diospyros paraoesi,0.64
Ebenaceae,Diospyros penangiana,0.7
Ebenaceae,Diospyros pendula,0.66
Ebenaceae,Diospyros pendula,0.73
Ebenaceae,Diospyros pendula,0.64
Ebenaceae,Diospyros pendula,0.71
Ebenaceae,Diospyros pentamera,0.603
Ebenaceae,Diospyros pentamera,0.633
Ebenaceae,Diospyros perakensis,0.71
Ebenaceae,Diospyros peregrina,0.72
Ebenaceae,Diospyros perfida,0.72
Ebenaceae,Diospyros philippinensis,0.825
Ebenaceae,Diospyros pilosanthera,0.68
Ebenaceae,Diospyros pilosanthera,0.61
Ebenaceae,Diospyros poeppigiana,0.6
Ebenaceae,Diospyros polita,0.59
Ebenaceae,Diospyros polyalthioides,0.69
Ebenaceae,Diospyros polyalthioides,0.71
Ebenaceae,Diospyros poncei,0.81
Ebenaceae,Diospyros puncticulosa,0.66
Ebenaceae,Diospyros pyrrhocarpa,0.64
Ebenaceae,Diospyros quiloensis,0.814
Ebenaceae,Diospyros retrofracta,0.74
Ebenaceae,Diospyros rigida,0.74
Ebenaceae,Diospyros rigida,0.67
Ebenaceae,Diospyros rigida,0.74
Ebenaceae,Diospyros rubra,0.63
Ebenaceae,Diospyros rumphii,0.83
Ebenaceae,Diospyros sanza-minika,0.75
Ebenaceae,Diospyros sanza-minika,0.74
Ebenaceae,Diospyros sanza-minika,0.774
Ebenaceae,Diospyros sanza-minika,0.541
Ebenaceae,Diospyros sanza-minika,0.789
Ebenaceae,Diospyros scabiosa,0.45
Ebenaceae,Diospyros senensis,0.676
Ebenaceae,Diospyros siamang,0.52
Ebenaceae,Diospyros simaloerensis,0.72
Ebenaceae,Diospyros subrhomboidea,0.82
Ebenaceae,Diospyros sumatrana,0.59
Ebenaceae,Diospyros sumatrana,0.62
Ebenaceae,Diospyros sundaica,0.64
Ebenaceae,Diospyros tetrasperma,0.81
Ebenaceae,Diospyros tomentosa,0.706
Ebenaceae,Diospyros toposia,0.7
Ebenaceae,Diospyros toposioides,0.71
Ebenaceae,Diospyros transitoria,0.84
Ebenaceae,Diospyros tristis,0.67
Ebenaceae,Diospyros truncata,0.55
Ebenaceae,Diospyros tuberculata,0.45
Ebenaceae,Diospyros ulo,0.63
Ebenaceae,Diospyros ulo,0.89
Ebenaceae,Diospyros venenosa,0.53
Ebenaceae,Diospyros virginiana,0.67
Ebenaceae,Diospyros wallichii,0.6
Ebenaceae,Diospyros yeobi,0.71
Ebenaceae,Diospyros yeobi,0.81
Fabaceae,Diphysa occidentalis,1.18
Fabaceae,Diphysa thurberi,0.98
Sapindaceae,Diploglottis australis,0.689
Sapindaceae,Diploglottis australis,0.577
Sapindaceae,Diploglottis australis,0.689
Sapindaceae,Diploglottis bracteata,0.857
Sapindaceae,Diplokeleba floribunda,0.87
Sapindaceae,Diplokeleba floribunda,0.834
Sapotaceae,Diploknema butyracea,0.63
Sapotaceae,Diploknema oligomera,0.9
Sapotaceae,Diploon cuspidatum,0.85
Apocynaceae,Diplorhynchus condylocarpon,0.671
Apocynaceae,Diplorhynchus condylocarpon,0.663
Rubiaceae,Diplospora malaccense,0.7
Fabaceae,Diplotropis martiusii,0.79
Fabaceae,Diplotropis martiusii,0.74
Fabaceae,Diplotropis martiusii,0.37
Fabaceae,Diplotropis purpurea,0.77
Fabaceae,Diplotropis purpurea,0.79
Fabaceae,Diplotropis purpurea,0.83
Fabaceae,Diplotropis purpurea,0.75
Fabaceae,Diplotropis purpurea,0.784
Fabaceae,Diplotropis purpurea,0.76
Fabaceae,Diplotropis purpurea,0.57
Fabaceae,Diplotropis purpurea,0.74
Fabaceae,Diplotropis purpurea,1
Fabaceae,Diplotropis purpurea,0.8
Fabaceae,Diplotropis purpurea,0.77
Fabaceae,Diplotropis purpurea,0.78
Fabaceae,Diplotropis purpurea,0.56
Dipterocarpaceae,Dipterocarpus acutangulus,0.64
Dipterocarpaceae,Dipterocarpus acutangulus,0.63
Dipterocarpaceae,Dipterocarpus alatus,0.56
Dipterocarpaceae,Dipterocarpus alatus,0.638
Dipterocarpaceae,Dipterocarpus applanatus,0.64
Dipterocarpaceae,Dipterocarpus apterus,0.62
Dipterocarpaceae,Dipterocarpus baudii,0.64
Dipterocarpaceae,Dipterocarpus borneensis,0.64
Dipterocarpaceae,Dipterocarpus bourdilloni,0.58
Dipterocarpaceae,Dipterocarpus caudatus,0.69
Dipterocarpaceae,Dipterocarpus chartaceus,0.64
Dipterocarpaceae,Dipterocarpus concavus,0.72
Dipterocarpaceae,Dipterocarpus concavus,0.76
Dipterocarpaceae,Dipterocarpus confertus,0.64
Dipterocarpaceae,Dipterocarpus conformis,0.77
Dipterocarpaceae,Dipterocarpus conformis,0.76
Dipterocarpaceae,Dipterocarpus coriaceus,0.59
Dipterocarpaceae,Dipterocarpus coriaceus,0.58
Dipterocarpaceae,Dipterocarpus cornutus,0.66
Dipterocarpaceae,Dipterocarpus cornutus,0.69
Dipterocarpaceae,Dipterocarpus cornutus,0.68
Dipterocarpaceae,Dipterocarpus costatus,0.76
Dipterocarpaceae,Dipterocarpus costatus,0.75
Dipterocarpaceae,Dipterocarpus costulatus,0.72
Dipterocarpaceae,Dipterocarpus costulatus,0.76
Dipterocarpaceae,Dipterocarpus crinitus,0.75
Dipterocarpaceae,Dipterocarpus crinitus,0.74
Dipterocarpaceae,Dipterocarpus dyeri,0.64
Dipterocarpaceae,Dipterocarpus dyeri,0.64
Dipterocarpaceae,Dipterocarpus elongatus,0.54
Dipterocarpaceae,Dipterocarpus elongatus,0.6
Dipterocarpaceae,Dipterocarpus elongatus,0.51
Dipterocarpaceae,Dipterocarpus eurhynchus,0.63
Dipterocarpaceae,Dipterocarpus fagineus,0.78
Dipterocarpaceae,Dipterocarpus geniculatus,0.6
Dipterocarpaceae,Dipterocarpus geniculatus,0.58
Dipterocarpaceae,Dipterocarpus globosus,0.7
Dipterocarpaceae,Dipterocarpus gracilis,0.57
Dipterocarpaceae,Dipterocarpus gracilis,0.59
Dipterocarpaceae,Dipterocarpus gracilis,0.65
Dipterocarpaceae,Dipterocarpus grandiflorus,0.65
Dipterocarpaceae,Dipterocarpus grandiflorus,0.64
Dipterocarpaceae,Dipterocarpus grandiflorus,0.72
Dipterocarpaceae,Dipterocarpus hasseltii,0.56
Dipterocarpaceae,Dipterocarpus hasseltii,0.55
Dipterocarpaceae,Dipterocarpus humeratus,0.63
Dipterocarpaceae,Dipterocarpus indicus,0.62
Dipterocarpaceae,Dipterocarpus intricatus,0.64
Dipterocarpaceae,Dipterocarpus kerrii,0.61
Dipterocarpaceae,Dipterocarpus kunstleri,0.62
Dipterocarpaceae,Dipterocarpus kunstleri,0.61
Dipterocarpaceae,Dipterocarpus kunstleri,0.56
Dipterocarpaceae,Dipterocarpus kunstleri,0.61
Dipterocarpaceae,Dipterocarpus lamellatus,0.68
Dipterocarpaceae,Dipterocarpus lowii,0.74
Dipterocarpaceae,Dipterocarpus lowii,0.69
Dipterocarpaceae,Dipterocarpus macrocarpus,0.6
Dipterocarpaceae,Dipterocarpus mundus,0.72
Dipterocarpaceae,Dipterocarpus oblongifolius,0.63
Dipterocarpaceae,Dipterocarpus oblongifolius,0.6
Dipterocarpaceae,Dipterocarpus obtusifolius,0.65
Dipterocarpaceae,Dipterocarpus obtusifolius,0.65
Dipterocarpaceae,Dipterocarpus palembanicus,0.61
Dipterocarpaceae,Dipterocarpus palembanicus,0.56
Dipterocarpaceae,Dipterocarpus palembanicus,0.55
Dipterocarpaceae,Dipterocarpus penangianus,0.73
Dipterocarpaceae,Dipterocarpus penangianus,0.76
Dipterocarpaceae,Dipterocarpus pseudo-fagineus,0.75
Dipterocarpaceae,Dipterocarpus retusus,0.6
Dipterocarpaceae,Dipterocarpus retusus,0.61
Dipterocarpaceae,Dipterocarpus rigidus,0.7
Dipterocarpaceae,Dipterocarpus rigidus,0.72
Dipterocarpaceae,Dipterocarpus rotundifolius,0.86
Dipterocarpaceae,Dipterocarpus semivestitus,0.69
Dipterocarpaceae,Dipterocarpus sublamellatus,0.63
Dipterocarpaceae,Dipterocarpus sublamellatus,0.67
Dipterocarpaceae,Dipterocarpus tempehes,0.55
Dipterocarpaceae,Dipterocarpus tempehes,0.54
Dipterocarpaceae,Dipterocarpus tonkinensis,0.579
Dipterocarpaceae,Dipterocarpus tonkinensis,0.46
Dipterocarpaceae,Dipterocarpus tonkinensis,0.535
Dipterocarpaceae,Dipterocarpus tonkinensis,0.517
Dipterocarpaceae,Dipterocarpus tuberculatus,0.72
Dipterocarpaceae,Dipterocarpus turbinatus,0.64
Dipterocarpaceae,Dipterocarpus turbinatus,0.598
Dipterocarpaceae,Dipterocarpus validus,0.54
Dipterocarpaceae,Dipterocarpus verrucosus,0.66
Dipterocarpaceae,Dipterocarpus verrucosus,0.64
Dipterocarpaceae,Dipterocarpus verrucosus,0.72
Dipterocarpaceae,Dipterocarpus zeylanicus,0.69
Fabaceae,Dipteryx alata,1.1
Fabaceae,Dipteryx alata,0.89
Fabaceae,Dipteryx alata,1.04
Fabaceae,Dipteryx alata,0.88
Fabaceae,Dipteryx ferrea,0.84
Fabaceae,Dipteryx micrantha,0.92
Fabaceae,Dipteryx micrantha,0.822
Fabaceae,Dipteryx odorata,0.86
Fabaceae,Dipteryx odorata,0.92
Fabaceae,Dipteryx odorata,0.855
Fabaceae,Dipteryx odorata,1.09
Fabaceae,Dipteryx odorata,0.975
Fabaceae,Dipteryx odorata,0.974
Fabaceae,Dipteryx odorata,0.88
Fabaceae,Dipteryx odorata,0.66
Fabaceae,Dipteryx odorata,0.87
Fabaceae,Dipteryx odorata,0.95
Fabaceae,Dipteryx odorata,1
Fabaceae,Dipteryx odorata,0.91
Fabaceae,Dipteryx odorata,0.97
Fabaceae,Dipteryx odorata,0.92
Fabaceae,Dipteryx odorata,0.94
Fabaceae,Dipteryx odorata,0.99
Fabaceae,Dipteryx oleifera,0.96
Fabaceae,Dipteryx oleifera,0.84
Fabaceae,Dipteryx oleifera,0.745
Fabaceae,Dipteryx polyphylla,0.917
Fabaceae,Dipteryx polyphylla,0.83
Fabaceae,Dipteryx polyphylla,0.91
Fabaceae,Dipteryx punctata,0.92
Thymelaeaceae,Dirca occidentalis,0.33
Euphorbiaceae,Discoglypremna caloneura,0.3
Euphorbiaceae,Discoglypremna caloneura,0.33
Euphorbiaceae,Discoglypremna caloneura,0.361
Euphorbiaceae,Discoglypremna caloneura,0.31
Euphorbiaceae,Discoglypremna caloneura,0.333
Euphorbiaceae,Discoglypremna caloneura,0.342
Euphorbiaceae,Discoglypremna caloneura,0.343
Euphorbiaceae,Discoglypremna caloneura,0.349
Euphorbiaceae,Discoglypremna caloneura,0.362
Euphorbiaceae,Discoglypremna caloneura,0.366
Icacinaceae,Discophora guianensis,0.56
Euphorbiaceae,Dissiliaria baloghioides,0.844
Euphorbiaceae,Dissiliaria baloghioides,0.842
Euphorbiaceae,Dissiliaria baloghioides,0.857
Fabaceae,Distemonanthus benthamianus,0.603
Fabaceae,Distemonanthus benthamianus,0.58
Fabaceae,Distemonanthus benthamianus,0.576
Fabaceae,Distemonanthus benthamianus,0.503
Fabaceae,Distemonanthus benthamianus,0.53
Fabaceae,Distemonanthus benthamianus,0.571
Fabaceae,Distemonanthus benthamianus,0.622
Fabaceae,Distemonanthus benthamianus,0.639
Fabaceae,Distemonanthus benthamianus,0.66
Fabaceae,Distemonanthus benthamianus,0.666
Fabaceae,Distemonanthus benthamianus,0.751
Fabaceae,Distemonanthus benthamianus,0.542
Fabaceae,Distemonanthus benthamianus,0.621
Fabaceae,Distemonanthus benthamianus,0.6
Hamamelidaceae,Distylium racemosum,0.66
Hamamelidaceae,Distylium racemosum,0.765
Hamamelidaceae,Distylium stellare,0.67
Sapindaceae,Dodonaea viscosa,0.84
Sapindaceae,Dodonaea viscosa,1.054
Bignoniaceae,Dolichandrone serrulata,0.441
Bignoniaceae,Dolichandrone spathacea,0.41
Bignoniaceae,Dolichandrone spathacea,0.56
Bignoniaceae,Dolichandrone spathacea,0.32
Malvaceae,Dombeya burgessiae,0.482
Malvaceae,Dombeya goetzenii,0.5
Malvaceae,Dombeya lucida,0.47
Atherospermataceae,Doryphora aromatica,0.482
Atherospermataceae,Doryphora aromatica,0.482
Atherospermataceae,Doryphora sassafras,0.499
Atherospermataceae,Doryphora sassafras,0.499
Atherospermataceae,Doryphora sassafras,0.512
Atherospermataceae,Doryphora sassafras,0.55
Salicaceae,Dovyalis caffra,0.676
Salicaceae,Dovyalis macrocalyx,0.482
Ruscaceae,Dracaena angustifolia,0.35
Ruscaceae,Dracaena elliptica,0.49
Ruscaceae,Dracaena linearifolia,0.42
Ruscaceae,Dracaena reflexa,0.413
Anacardiaceae,Dracontomelon costatum,0.47
Anacardiaceae,Dracontomelon dao,0.51
Anacardiaceae,Dracontomelon dao,0.29
Anacardiaceae,Dracontomelon mangiferum,0.53
Anacardiaceae,Dracontomelon puberulum,0.465
Ericaceae,Dracophyllum longifolium,0.524
Anacardiaceae,Drimycarpus racemosus,0.84
Winteraceae,Drimys granatensis,0.4
Winteraceae,Drimys winteri,0.4
Winteraceae,Drimys winteri,0.43
Atherospermataceae,Dryadodaphne novoguineensis,0.469
Atherospermataceae,Dryadodaphne novoguineensis,0.55
Proteaceae,Dryandra arborea,0.808
Dipterocarpaceae,Dryobalanops aromatica,0.68
Dipterocarpaceae,Dryobalanops beccarii,0.47
Dipterocarpaceae,Dryobalanops beccarii,0.48
Dipterocarpaceae,Dryobalanops beccarii,0.56
Dipterocarpaceae,Dryobalanops fusca,0.68
Dipterocarpaceae,Dryobalanops keithii,0.63
Dipterocarpaceae,Dryobalanops lanceolata,0.59
Dipterocarpaceae,Dryobalanops lanceolata,0.65
Dipterocarpaceae,Dryobalanops oblongifolia,0.6
Dipterocarpaceae,Dryobalanops oblongifolia,0.62
Dipterocarpaceae,Dryobalanops rappa,0.66
Dipterocarpaceae,Dryobalanops rappa,0.65
Dipterocarpaceae,Dryobalanops sumatrensis,0.65
Putranjavaceae,Drypetes amazonica,0.67
Putranjavaceae,Drypetes americana,0.73
Putranjavaceae,Drypetes aubrevillei,0.826
Putranjavaceae,Drypetes bordenii,0.793
Putranjavaceae,Drypetes crassipes,0.55
Putranjavaceae,Drypetes deplanchei,0.788
Putranjavaceae,Drypetes deplanchei,0.747
Putranjavaceae,Drypetes deplanchei,0.788
Putranjavaceae,Drypetes deplanchei,0.799
Putranjavaceae,Drypetes deplanchei,0.788
Putranjavaceae,Drypetes gerrardii,0.703
Putranjavaceae,Drypetes globosa,0.73
Putranjavaceae,Drypetes gossweileri,0.663
Putranjavaceae,Drypetes gossweileri,0.653
Putranjavaceae,Drypetes gossweileri,0.691
Putranjavaceae,Drypetes hainanensis,0.715
Putranjavaceae,Drypetes hainanensis,0.79
Putranjavaceae,Drypetes hainanensis,0.65
Putranjavaceae,Drypetes indet,0.75
Putranjavaceae,Drypetes indet,0.715
Putranjavaceae,Drypetes indet,0.663
Putranjavaceae,Drypetes kikir,0.72
Putranjavaceae,Drypetes longifolia,0.62
Putranjavaceae,Drypetes minahassae,0.53
Putranjavaceae,Drypetes neglecta,0.72
Putranjavaceae,Drypetes ovalis,0.81
Putranjavaceae,Drypetes pendula,0.75
Putranjavaceae,Drypetes polyneura,0.67
Putranjavaceae,Drypetes roxburghii,0.675
Putranjavaceae,Drypetes sibuyanensis,0.53
Putranjavaceae,Drypetes sibuyanensis,0.73
Putranjavaceae,Drypetes simalurensis,0.76
Putranjavaceae,Drypetes standleyi,0.675
Putranjavaceae,Drypetes subcubica,0.63
Putranjavaceae,Drypetes subsymmetrica,0.63
Putranjavaceae,Drypetes usambarica,0.62
Putranjavaceae,Drypetes variabilis,0.69
Putranjavaceae,Drypetes variabilis,0.85
Putranjavaceae,Drypetes variabilis,0.757
Putranjavaceae,Drypetes variabilis,0.663
Putranjavaceae,Drypetes variabilis,0.75
Putranjavaceae,Drypetes variabilis,0.71
Lythraceae,Duabanga grandiflora,0.382
Lythraceae,Duabanga grandiflora,0.376
Lythraceae,Duabanga moluccana,0.36
