"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6079.3916015625,1,0.354965961859475
"2","CHELSA_Annual_Mean_Temperature",4807.4677734375,0.790781066349124,0.280700361836878
"3","Human_Disturbance",1532.78833007812,0.252128573142775,0.0894970614778822
"4","SoilMoisture",1532.52026367188,0.252084478861009,0.0894814095087424
"5","cnRatio",1011.82592773438,0.166435392560387,0.0590788992076571
"6","ForestAge",825.116882324219,0.135723594793951,0.0481772563730605
"7","Lai",756.534118652344,0.124442406121346,0.0441728183849712
"8","DimtrMn",355.393615722656,0.058458747028455,0.0207508653680553
"9","Richnss",217.429458618164,0.035765002958895,0.0126953586762111
"10","Fire_Frequency",8.2209358215332,0.00135226291713472,0.000480007307067624
