"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6287.65478515625,1,0.361256449059817
"2","CHELSA_Annual_Mean_Temperature",4779.802734375,0.760188480076713,0.274622990928693
"3","Human_Disturbance",1686.1494140625,0.268168255363371,0.0968775116831374
"4","SoilMoisture",1516.02185058594,0.241110859674568,0.0871028529957944
"5","cnRatio",1011.31976318359,0.160842125997613,0.0581052552971292
"6","ForestAge",761.883239746094,0.121171289738223,0.0437739098588287
"7","Lai",750.370544433594,0.119340289833509,0.0431124493350227
"8","DimtrMn",379.308654785156,0.0603259351452658,0.0217931331167915
"9","Richnss",227.443862915039,0.0361730837150893,0.0130677597744567
"10","Fire_Frequency",5.00719785690308,0.000796353812032422,0.000287687950330081
