"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6636.79052734375,1,0.379100892675305
"2","CHELSA_Annual_Mean_Temperature",4700.20703125,0.708204818561777,0.268481078913722
"3","SoilMoisture",1548.94567871094,0.233387760594408,0.0884775083808304
"4","Human_Disturbance",1476.66796875,0.222497299359696,0.0843489248051054
"5","cnRatio",1051.42932128906,0.158424364451032,0.060058817984904
"6","ForestAge",790.248229980469,0.119070841052558,0.045139862134624
"7","Lai",704.849487304688,0.106203365075437,0.0402617905052193
"8","DimtrMn",363.949401855469,0.0548381631687768,0.0207891966099573
"9","Richnss",229.073333740234,0.0345156793477881,0.0130849248520411
"10","Fire_Frequency",4.49926662445068,0.000677928074709242,0.000257003138291924
