"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6471.40966796875,1,0.37306562369291
"2","CHELSA_Annual_Mean_Temperature",4826.01953125,0.745744710791087,0.278211715646966
"3","SoilMoisture",1577.19567871094,0.243717483459209,0.0909226149715762
"4","Human_Disturbance",1445.73596191406,0.223403560598235,0.0833441886697974
"5","cnRatio",1002.47454833984,0.154908219348521,0.0577909314664141
"6","ForestAge",784.143493652344,0.121170430228453,0.045204522126316
"7","Lai",691.841613769531,0.106907404918886,0.0398834776934548
"8","DimtrMn",331.446746826172,0.0512170862040645,0.0191073342084528
"9","Richnss",213.196334838867,0.0329443422341373,0.0122904015827311
"10","Fire_Frequency",3.10833120346069,0.000480317483043279,0.00017918994138215
