"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6335.63525390625,1,0.365739644800901
"2","CHELSA_Annual_Mean_Temperature",4892.759765625,0.772260329003056,0.282446218423405
"3","SoilMoisture",1529.93078613281,0.241480250175313,0.0883189009255516
"4","Human_Disturbance",1518.28002929688,0.239641325368403,0.087646333219857
"5","cnRatio",1027.10583496094,0.162115682768776,0.0592921322325076
"6","Lai",743.239807128906,0.11731101576131,0.0429052892357744
"7","ForestAge",721.736145019531,0.113916934308133,0.0416639390906642
"8","DimtrMn",337.544403076172,0.053277120533108,0.0194855551397937
"9","Richnss",211.734619140625,0.0334196352307497,0.0122228855186701
"10","Fire_Frequency",4.8348183631897,0.000763115010481195,0.000279101412875628
