"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6840.7470703125,1,0.388721271925996
"2","CHELSA_Annual_Mean_Temperature",4382.80224609375,0.640690585552308,0.249050059326905
"3","Human_Disturbance",1591.30554199219,0.232621601944346,0.0904249649852691
"4","SoilMoisture",1544.54870605469,0.225786553746114,0.0877680363559769
"5","cnRatio",1129.00659179688,0.165041417288551,0.0641551096488745
"6","ForestAge",785.860473632812,0.114879334896519,0.0446560411789875
"7","Lai",730.136474609375,0.106733441114644,0.041489558987123
"8","DimtrMn",365.741058349609,0.0534650754647623,0.0207830121382818
"9","Richnss",225.327301025391,0.0329389902461482,0.0128040861844407
"10","Fire_Frequency",2.60203886032104,0.000380373493359137,0.000147859268145498
