"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6447.8818359375,1,0.374258645863545
"2","CHELSA_Annual_Mean_Temperature",4700.8505859375,0.72905346368743,0.272854562081784
"3","SoilMoisture",1596.74255371094,0.247638308880202,0.0926807781454428
"4","Human_Disturbance",1381.66711425781,0.214282325485098,0.0801970129685442
"5","cnRatio",917.435974121094,0.142284861519597,0.0532513395992065
"6","ForestAge",887.258483886719,0.1376046438912,0.0514997276872559
"7","Lai",754.223693847656,0.116972319443567,0.0437779018784675
"8","DimtrMn",322.68310546875,0.0500448230409968,0.0187297077038042
"9","Richnss",215.17822265625,0.0333719240102923,0.0124897310899531
"10","Fire_Frequency",4.48960304260254,0.000696291147517558,0.000260592981996695
