"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6254.80078125,1,0.35542351903191
"2","CHELSA_Annual_Mean_Temperature",5051.6650390625,0.807646033140794,0.287056395231064
"3","Human_Disturbance",1631.47790527344,0.260836110106674,0.092707288144709
"4","SoilMoisture",1570.54760742188,0.251094745036469,0.089244977891282
"5","cnRatio",1077.78466796875,0.172313188806848,0.0612441599413398
"6","ForestAge",733.247680664062,0.117229581933627,0.0416661505454894
"7","Lai",720.281066894531,0.115156516104192,0.0409293341932069
"8","DimtrMn",346.219848632812,0.0553526580208078,0.0196736365015254
"9","Richnss",208.766860961914,0.033377059999694,0.0118629921200304
"10","Fire_Frequency",3.37086462974548,0.000538924379470297,0.000191546399443421
