"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6386.12060546875,1,0.369811949352937
"2","CHELSA_Annual_Mean_Temperature",4926.408203125,0.771424235067887,0.285281900148553
"3","SoilMoisture",1526.4970703125,0.239033548631275,0.0883974625800817
"4","Human_Disturbance",1506.93493652344,0.235970322144085,0.0872646448215443
"5","cnRatio",864.950317382812,0.135442214580494,0.0500881493986912
"6","ForestAge",744.124145507812,0.116522094003452,0.0430912627261028
"7","Lai",721.144287109375,0.112923687424854,0.0417605289747071
"8","DimtrMn",360.989868164062,0.0565272550372646,0.0209044543769014
"9","Richnss",226.265701293945,0.0354308531380041,0.0131027528662029
"10","Fire_Frequency",5.12694549560547,0.00080282628724785,0.000296894754278908
