"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6555.55419921875,1,0.377637498024202
"2","CHELSA_Annual_Mean_Temperature",4955.984375,0.755997772940482,0.285493107485112
"3","Human_Disturbance",1455.5947265625,0.222039919483233,0.0838505996551432
"4","SoilMoisture",1435.19482421875,0.218928069329331,0.0826754483487976
"5","cnRatio",948.002746582031,0.144610618381434,0.0546103921132975
"6","ForestAge",757.32373046875,0.115523982786841,0.0436261878214136
"7","Lai",692.662109375,0.10566034363007,0.0399013078088369
"8","DimtrMn",344.695159912109,0.0525806284925824,0.0198564169884789
"9","Richnss",212.076156616211,0.0323506068550978,0.0122168022323237
"10","Fire_Frequency",2.29559659957886,0.000350175824929101,0.000132239522394787
