"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6132.140625,1,0.354157868918256
"2","CHELSA_Annual_Mean_Temperature",4920.6962890625,0.802443484254326,0.284191674310853
"3","Human_Disturbance",1630.30310058594,0.265861988542694,0.0941571152886504
"4","SoilMoisture",1510.4833984375,0.246322367800804,0.0872370048472316
"5","cnRatio",1014.76391601562,0.165482818818367,0.0586070424552989
"6","ForestAge",792.098449707031,0.129171605503915,0.0457471405300163
"7","Lai",740.788879394531,0.120804287555707,0.0427837890369173
"8","DimtrMn",347.284973144531,0.0566335631196539,0.0200572220237042
"9","Richnss",220.992889404297,0.0360384575173204,0.0127633033134353
"10","Fire_Frequency",5.15700054168701,0.000840978845244113,0.000297839275636991
