"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6325.48046875,1,0.363490008446862
"2","CHELSA_Annual_Mean_Temperature",5068.22509765625,0.801239545785492,0.291242569265528
"3","SoilMoisture",1580.80456542969,0.2499105914941,0.0908400030131506
"4","Human_Disturbance",1426.24975585938,0.225476904545912,0.0819586019379659
"5","cnRatio",942.94921875,0.149071556446737,0.0541860213120114
"6","ForestAge",770.802429199219,0.121856740054331,0.044293707471656
"7","Lai",713.618041992188,0.112816416953258,0.0410076403512843
"8","DimtrMn",355.355804443359,0.0561784683707327,0.0204203119426094
"9","Richnss",213.25065612793,0.0337129578031992,0.0122543233166536
"10","Fire_Frequency",5.33918190002441,0.000844075311970651,0.000306812942278
