"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6049.3310546875,1,0.353199137994741
"2","CHELSA_Annual_Mean_Temperature",4857.765625,0.803025257021736,0.283627828568082
"3","Human_Disturbance",1519.25915527344,0.251144984716318,0.0887041921135057
"4","SoilMoisture",1495.73022460938,0.247255475206695,0.0873304207074846
"5","cnRatio",1145.04064941406,0.189283846273679,0.0668548913401925
"6","ForestAge",730.477294921875,0.120753400387278,0.0426499969267204
"7","Lai",724.985778808594,0.119845611399763,0.0423293666388488
"8","DimtrMn",355.041717529297,0.0586910708505831,0.0207296356324142
"9","Richnss",244.952377319336,0.040492473482589,0.0143019067293253
"10","Fire_Frequency",4.66928911209106,0.000771868669424685,0.000272623348685946
