"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6162.2919921875,1,0.35762016162286
"2","CHELSA_Annual_Mean_Temperature",4707.41748046875,0.763906917497057,0.273188515300118
"3","SoilMoisture",1635.63586425781,0.265426543619072,0.0949218834280495
"4","Human_Disturbance",1565.35632324219,0.254021770670188,0.0908433066827976
"5","cnRatio",1045.68884277344,0.169691544006541,0.0606851173936516
"6","ForestAge",830.406188964844,0.134756059923422,0.048191483929474
"7","Lai",691.617248535156,0.112233767794837,0.0401370581783322
"8","DimtrMn",384.370849609375,0.0623746570426518,0.0223064349327636
"9","Richnss",205.155471801758,0.0332920725051413,0.0119059163500486
"10","Fire_Frequency",3.44838309288025,0.000559594238191257,0.000200122181905178
