"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",5984.23193359375,1,0.35047072788478
"2","CHELSA_Annual_Mean_Temperature",4944.49169921875,0.826253352825749,0.28957761398208
"3","SoilMoisture",1601.91577148438,0.267689452758621,0.0938173173553924
"4","Human_Disturbance",1586.61694335938,0.265132929499702,0.0929213307879845
"5","cnRatio",929.83251953125,0.155380428073223,0.0544562917258713
"6","ForestAge",771.476867675781,0.128918276603708,0.045182082238953
"7","Lai",707.049255371094,0.118152047450221,0.0414088340709559
"8","DimtrMn",331.468627929688,0.0553903377422453,0.0194126919863085
"9","Richnss",211.792068481445,0.0353916878275566,0.0124037505939947
"10","Fire_Frequency",5.96525573730469,0.000996828967108956,0.000349359373679309
