"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6323.40625,1,0.365427502325594
"2","CHELSA_Annual_Mean_Temperature",4916.97314453125,0.777582990896916,0.284150210214325
"3","SoilMoisture",1558.4619140625,0.246459242447455,0.0900629853926314
"4","Human_Disturbance",1322.841796875,0.209197660971885,0.0764465787413124
"5","cnRatio",1113.31921386719,0.176063211796204,0.0643383397381087
"6","ForestAge",793.5947265625,0.125501145298469,0.0458615700654212
"7","Lai",716.729919433594,0.113345543698635,0.0414195789335285
"8","DimtrMn",346.234252929688,0.0547543901563635,0.020008760036201
"9","Richnss",206.949081420898,0.0327274689050539,0.0119595172194124
"10","Fire_Frequency",5.6231050491333,0.000889252536816419,0.000324957333465522
