"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6464.56982421875,1,0.373457048195547
"2","CHELSA_Annual_Mean_Temperature",4573.3427734375,0.707447347278083,0.264201198068243
"3","Human_Disturbance",1720.92651367188,0.266208976075195,0.0994176184082011
"4","SoilMoisture",1498.17443847656,0.231751605940403,0.0865492706690803
"5","cnRatio",1003.14105224609,0.155175221170625,0.0579512800514728
"6","ForestAge",766.112182617188,0.118509383214802,0.044258164438875
"7","Lai",745.667236328125,0.115346768091911,0.0430770635305013
"8","DimtrMn",321.884613037109,0.0497921163804599,0.0185952168068557
"9","Richnss",212.990814208984,0.0329474071748811,0.0123044414292279
"10","Fire_Frequency",3.2663836479187,0.000505274710728868,0.000188698401996662
