"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6034.71875,1,0.353012688894295
"2","CHELSA_Annual_Mean_Temperature",4779.837890625,0.792056446810384,0.279605976044595
"3","Human_Disturbance",1583.91662597656,0.262467347956616,0.0926543042491195
"4","SoilMoisture",1447.2060546875,0.239813339219413,0.0846571517105646
"5","cnRatio",1096.48596191406,0.18169628235186,0.0641410931951271
"6","ForestAge",827.341674804688,0.137096973211003,0.0483969711524853
"7","Lai",775.29736328125,0.128472824567218,0.0453525372503187
"8","DimtrMn",327.653900146484,0.0542948087094339,0.0191667564155187
"9","Richnss",217.731353759766,0.036079784788606,0.0127366218429533
"10","Fire_Frequency",4.71647167205811,0.000781556169797989,0.000275899245022314
