"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6136.31005859375,1,0.356680708949894
"2","CHELSA_Annual_Mean_Temperature",4886.0830078125,0.796257516513472,0.284009695496707
"3","Human_Disturbance",1671.64245605469,0.27241818618888,0.0971663117806938
"4","SoilMoisture",1522.32580566406,0.248084889962834,0.0884870944317001
"5","cnRatio",925.968078613281,0.150899819235256,0.053823054505242
"6","ForestAge",761.437133789062,0.124087134860907,0.0442594872337494
"7","Lai",746.95166015625,0.121726518546787,0.0434175009332705
"8","DimtrMn",328.409820556641,0.053519104709631,0.0190892322101948
"9","Richnss",220.341735839844,0.0359078556552501,0.0128076394119851
"10","Fire_Frequency",4.46054983139038,0.000726910763764861,0.000259275046562959
