"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6044.93408203125,1,0.353135089409093
"2","CHELSA_Annual_Mean_Temperature",4879.83544921875,0.807260324595467,0.285071946902434
"3","SoilMoisture",1510.39831542969,0.249861833881596,0.0882349810476971
"4","Human_Disturbance",1426.53466796875,0.235988457212324,0.0833358049371879
"5","cnRatio",1091.22863769531,0.180519526414527,0.0637477791004809
"6","ForestAge",872.30908203125,0.144304151243636,0.0509588593515248
"7","Lai",718.577697753906,0.118872710273202,0.0419781251706284
"8","DimtrMn",362.519348144531,0.0599707694451344,0.0211777830299396
"9","Richnss",205.454574584961,0.0339878932998924,0.0120023177392842
"10","Fire_Frequency",6.11645650863647,0.00101183179595255,0.000357313311730668
