"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",5867.841796875,1,0.342149619428934
"2","CHELSA_Annual_Mean_Temperature",5107.12548828125,0.870358415423047,0.297792800603765
"3","SoilMoisture",1598.61962890625,0.272437411274042,0.0932143565856175
"4","Human_Disturbance",1503.08325195312,0.256156062822555,0.0876436994091511
"5","cnRatio",993.412475585938,0.169297760569311,0.0579251643489604
"6","ForestAge",763.737487792969,0.130156455172276,0.0445329816034133
"7","Lai",732.469970703125,0.124827832115926,0.0427097952526028
"8","DimtrMn",349.662811279297,0.0595896793716413,0.0203885861188993
"9","Richnss",226.872833251953,0.038663761073582,0.0132287911370173
"10","Fire_Frequency",7.10359525680542,0.00121059761028127,0.000414205511639313
