"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6345.49755859375,1,0.363464415860847
"2","CHELSA_Annual_Mean_Temperature",4876.55029296875,0.768505581782851,0.279324432368504
"3","Human_Disturbance",1587.73095703125,0.250213784241549,0.0909438069296864
"4","SoilMoisture",1544.78784179688,0.243446290465396,0.0884840637574951
"5","cnRatio",1058.85290527344,0.166866805241998,0.0606501458938485
"6","Lai",737.803283691406,0.116271935632879,0.0422607111658145
"7","ForestAge",724.4794921875,0.114172211949925,0.0414975363239204
"8","DimtrMn",358.226165771484,0.0564535976042314,0.0205188738764653
"9","Richnss",215.613388061523,0.0339789569014201,0.0123501417217355
"10","Fire_Frequency",8.83170413970947,0.00139180640417214,0.000505872101683813
