"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6126.50341796875,1,0.354844286926977
"2","CHELSA_Annual_Mean_Temperature",4796.05126953125,0.782836626755917,0.277785104601523
"3","Human_Disturbance",1533.76220703125,0.250348706659136,0.0888348082975518
"4","SoilMoisture",1516.54455566406,0.247538351356519,0.0878375697741834
"5","cnRatio",1187.59582519531,0.193845615381875,0.0687850091641024
"6","Lai",761.440795898438,0.124286357804872,0.044102304010021
"7","ForestAge",750.158325195312,0.122444773799543,0.0434488284468339
"8","DimtrMn",373.372344970703,0.0609437911804014,0.0216255561240361
"9","Richnss",214.409957885742,0.0349971171577066,0.0124185270823263
"10","Fire_Frequency",5.49047088623047,0.000896183436399819,0.000318005572445061
