"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6101.9736328125,1,0.35028092269416
"2","CHELSA_Annual_Mean_Temperature",4829.99462890625,0.791546296256286,0.277263567007797
"3","Human_Disturbance",1787.55981445312,0.292947810334803,0.102614029305309
"4","SoilMoisture",1551.9267578125,0.254331934419912,0.0890876246591974
"5","cnRatio",1063.00268554688,0.174206371497695,0.0610211685474144
"6","Lai",789.869689941406,0.129444952972919,0.0453420975654563
"7","ForestAge",736.183349609375,0.120646760197496,0.0422602584820401
"8","DimtrMn",339.931091308594,0.0557083841661757,0.0195135842075288
"9","Richnss",214.326690673828,0.035124158767471,0.0123033227419259
"10","Fire_Frequency",5.45993137359619,0.000894781213775848,0.000313424789170805
