"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6101.35302734375,1,0.361417079178459
"2","CHELSA_Annual_Mean_Temperature",4575.275390625,0.749878817062462,0.271019011800513
"3","Human_Disturbance",1558.74584960938,0.255475440057921,0.0923331873475653
"4","SoilMoisture",1505.52014160156,0.246751849115179,0.0891803325890915
"5","cnRatio",1047.51403808594,0.171685531617563,0.0620500833744204
"6","ForestAge",800.042175292969,0.131125370341219,0.0473909483549172
"7","Lai",733.694519042969,0.120251117375909,0.0434608076099469
"8","DimtrMn",341.968872070312,0.0560480389411576,0.0202567185277937
"9","Richnss",210.863525390625,0.0345601253436117,0.0124906195577296
"10","Fire_Frequency",6.77315521240234,0.0011101070831417,0.000401211659564391
