"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6277.0556640625,1,0.359482120607728
"2","CHELSA_Annual_Mean_Temperature",4879.0693359375,0.77728629425277,0.279420525377308
"3","Human_Disturbance",1629.31091308594,0.259566108743323,0.0933093752089458
"4","SoilMoisture",1592.41467285156,0.253688155414724,0.091196356081548
"5","cnRatio",1019.59075927734,0.162431371305933,0.0583911738102779
"6","ForestAge",791.947082519531,0.126165375122225,0.0453541965962069
"7","Lai",708.720642089844,0.112906540903791,0.0405878827545779
"8","DimtrMn",340.413696289062,0.0542314286358817,0.0194952289696134
"9","Richnss",215.041549682617,0.0342583467777379,0.0123152631481762
"10","Fire_Frequency",7.82056045532227,0.00124589630455194,0.000447877445617662
