"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6189.748046875,1,0.364971467963331
"2","CHELSA_Annual_Mean_Temperature",4720.22412109375,0.762587440611066,0.27832265765022
"3","SoilMoisture",1521.96630859375,0.24588501778552,0.0897410158913712
"4","Human_Disturbance",1409.0615234375,0.227644406972088,0.083083713386245
"5","cnRatio",959.830627441406,0.155067802465077,0.0565953234995269
"6","ForestAge",867.266052246094,0.140113304399191,0.0511373583877658
"7","Lai",696.949584960938,0.11259740779155,0.041094841210548
"8","DimtrMn",390.505706787109,0.0630891118394169,0.0230257257605348
"9","Richnss",197.722290039062,0.0319435118427617,0.0116584704091568
"10","Fire_Frequency",6.26529216766357,0.00101220471660825,0.00036942584129992
