"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6106.94384765625,1,0.351867026506813
"2","CHELSA_Annual_Mean_Temperature",5136.59521484375,0.841107326836662,0.29595793406711
"3","SoilMoisture",1547.51623535156,0.253402728755313,0.0891640646758443
"4","Human_Disturbance",1544.5576171875,0.252918260871234,0.0889935964020354
"5","cnRatio",1066.33947753906,0.174610984502225,0.061439847912225
"6","ForestAge",747.660339355469,0.122427904694491,0.0430783427863101
"7","Lai",672.355834960938,0.110096940750319,0.0387394831693116
"8","DimtrMn",329.078277587891,0.053885918357377,0.0189606778629991
"9","Richnss",199.914489746094,0.0327356030664696,0.011518579311906
"10","Fire_Frequency",4.86739540100098,0.000797026388717985,0.00028044730544566
