"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",5924.07763671875,1,0.339839177262142
"2","CHELSA_Annual_Mean_Temperature",5278.94677734375,0.891100201763674,0.302830759425496
"3","SoilMoisture",1595.64599609375,0.269349271556399,0.0915354348418841
"4","Human_Disturbance",1491.93249511719,0.251842157818773,0.0855858317130544
"5","cnRatio",961.458801269531,0.162296792889782,0.0551548085679478
"6","ForestAge",870.985473632812,0.1470246554897,0.0499647379588697
"7","Lai",752.50439453125,0.127024735440174,0.04316798158393
"8","DimtrMn",339.362121582031,0.0572852252101811,0.0194677638047045
"9","Richnss",212.88655090332,0.0359358138022706,0.0122123973968092
"10","Fire_Frequency",4.2029857635498,0.000709475132043977,0.000241107445161775
