"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6592.1640625,1,0.379656134799718
"2","CHELSA_Annual_Mean_Temperature",4481.62109375,0.679840648876448,0.258105673032164
"3","Human_Disturbance",1639.86059570312,0.248759069124446,0.094442906680163
"4","SoilMoisture",1577.60205078125,0.239314743356518,0.0908573104633222
"5","cnRatio",1057.73559570312,0.160453469554881,0.0609171440664104
"6","ForestAge",742.997497558594,0.11270919390268,0.0427907369134836
"7","Lai",723.169555664062,0.109701389226319,0.0416488054158236
"8","DimtrMn",334.960845947266,0.050811970510976,0.0192910763257544
"9","Richnss",208.340621948242,0.0316042835058373,0.0119987601189407
"10","Fire_Frequency",5.06063365936279,0.00076767410692197,0.000291452184219821
