"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6173.21630859375,1,0.361541180302648
"2","CHELSA_Annual_Mean_Temperature",4588.2666015625,0.743253819759266,0.268716863260217
"3","Human_Disturbance",1713.78466796875,0.277616169966859,0.100369677760919
"4","SoilMoisture",1522.61474609375,0.246648532949366,0.0891736017224304
"5","cnRatio",1094.04724121094,0.177224834919183,0.0640740759956235
"6","Lai",724.458679199219,0.117355142438586,0.0424287167118316
"7","ForestAge",719.716125488281,0.116586895632729,0.0421509638548786
"8","DimtrMn",317.7880859375,0.0514785275699972,0.0186116076178992
"9","Richnss",216.285354614258,0.0350360887748525,0.0126669888888485
"10","Fire_Frequency",4.54740715026855,0.000736634992676038,0.000266323884704327
