"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6181.91796875,1,0.358019712093258
"2","CHELSA_Annual_Mean_Temperature",4766.90625,0.771104740324447,0.276070697124705
"3","Human_Disturbance",1595.22412109375,0.258046795372846,0.0923858393859742
"4","SoilMoisture",1581.42834472656,0.255815161689428,0.0915868705371394
"5","cnRatio",976.788696289062,0.158007385608608,0.0565697587042022
"6","ForestAge",840.672424316406,0.135988932329102,0.0486867184003349
"7","Lai",767.138061523438,0.124093859769957,0.044428047947381
"8","DimtrMn",342.380432128906,0.0553841758916346,0.0198286267072454
"9","Richnss",206.249176025391,0.0333632987477339,0.0119447186121451
"10","Fire_Frequency",8.27106285095215,0.00133794445231446,0.000479010487614396
