"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6217.9111328125,1,0.368534472291703
"2","CHELSA_Annual_Mean_Temperature",4551.470703125,0.731993527393221,0.269764848338803
"3","SoilMoisture",1535.01928710938,0.246870573464605,0.0909803165161283
"4","Human_Disturbance",1442.4921875,0.231989836568721,0.0854962519968918
"5","cnRatio",1077.97338867188,0.17336584033556,0.0638912884814733
"6","ForestAge",768.188537597656,0.123544470351764,0.0455303961856452
"7","Lai",696.030212402344,0.11193955615244,0.0412535852552067
"8","DimtrMn",346.720977783203,0.0557616489488767,0.0205500898694895
"9","Richnss",232.838531494141,0.037446423167007,0.0138002978010647
"10","Fire_Frequency",3.34830212593079,0.00053849308142432,0.000198453263595445
