"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6198.33544921875,1,0.359851300136055
"2","CHELSA_Annual_Mean_Temperature",4715.46435546875,0.760763013570538,0.273761559528781
"3","Human_Disturbance",1734.392578125,0.279815862231788,0.1006921018228
"4","SoilMoisture",1536.46801757812,0.247883973070832,0.0892013699924298
"5","cnRatio",1052.70617675781,0.169836915956283,0.0611160350179662
"6","ForestAge",749.939575195312,0.120990479030921,0.0435385811833608
"7","Lai",670.54638671875,0.108181687198499,0.0389293207892919
"8","DimtrMn",334.043701171875,0.0538924851532484,0.0193932808499595
"9","Richnss",229.167861938477,0.0369724845994518,0.013304596652373
"10","Fire_Frequency",3.64912486076355,0.000588726584848436,0.000211854026982369
