"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",5924.05029296875,1,0.3425698672134
"2","CHELSA_Annual_Mean_Temperature",5069.36181640625,0.8557256548654,0.29314582395834
"3","Human_Disturbance",1615.94567871094,0.272777170819921,0.0934452391866272
"4","SoilMoisture",1536.26428222656,0.259326677906491,0.0888375056153189
"5","cnRatio",1084.662109375,0.183094682815638,0.0627227211796327
"6","ForestAge",800.094421386719,0.135058681445758,0.0462670345688904
"7","Lai",712.362426757812,0.120249219964138,0.0411937593156295
"8","DimtrMn",330.369354248047,0.0557674796650802,0.0191042581036925
"9","Richnss",213.797027587891,0.0360896712577957,0.0123632338905583
"10","Fire_Frequency",6.06217098236084,0.00102331524591478,0.000350556967910474
