"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",5972.09423828125,1,0.351632106540539
"2","CHELSA_Annual_Mean_Temperature",4853.6904296875,0.812728372331307,0.285781389608121
"3","Human_Disturbance",1643.5849609375,0.275210821423762,0.0967729608799897
"4","SoilMoisture",1501.80224609375,0.251469951104784,0.0884249086386217
"5","cnRatio",985.936340332031,0.165090552994318,0.0580511389193345
"6","ForestAge",755.578674316406,0.126518210224,0.0444878647768039
"7","Lai",692.047790527344,0.115880252875332,0.0407472174250033
"8","DimtrMn",358.478820800781,0.0600256470339876,0.0211069447130199
"9","Richnss",214.708465576172,0.0359519553793854,0.0126418618043047
"10","Fire_Frequency",6.00563049316406,0.0010056154932499,0.000353606694261265
