"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",5700.72998046875,1,0.338755879238133
"2","CHELSA_Annual_Mean_Temperature",5048.07763671875,0.885514250633507,0.29997315855125
"3","Human_Disturbance",1500.98217773438,0.263296487094966,0.0891932329861668
"4","SoilMoisture",1478.48901367188,0.259350823269532,0.0878566161678039
"5","cnRatio",980.554321289062,0.172005045783353,0.0582677205177351
"6","ForestAge",842.882690429688,0.147855220878288,0.0500868253485729
"7","Lai",719.022094726562,0.126128074332586,0.0427266267171476
"8","DimtrMn",338.278228759766,0.0593394582656501,0.0201015903582948
"9","Richnss",216.091766357422,0.0379059817072152,0.0128408741616123
"10","Fire_Frequency",3.32321047782898,0.00058294472623938,0.000197475953284454
