"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",5803.904296875,1,0.342099190304508
"2","CHELSA_Annual_Mean_Temperature",4902.4169921875,0.844675711628655,0.288962877018047
"3","Human_Disturbance",1600.74353027344,0.275804604692625,0.0943525319476019
"4","SoilMoisture",1480.05541992188,0.255010307581878,0.0872388197430638
"5","cnRatio",1036.71704101562,0.178624075792191,0.0611071516973997
"6","ForestAge",829.434448242188,0.142909738999105,0.0488893059982222
"7","Lai",744.446166992188,0.128266444261154,0.0438798467249789
"8","DimtrMn",339.669738769531,0.0585243521248998,0.0200211334750241
"9","Richnss",225.708908081055,0.03888915056759,0.0133039469208026
"10","Fire_Frequency",2.46333432197571,0.000424427109058646,0.000145196170352246
