"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6539.642578125,1,0.378433105844661
"2","CHELSA_Annual_Mean_Temperature",4785.01416015625,0.731693529576379,0.276897054924031
"3","SoilMoisture",1557.51782226562,0.238165588357305,0.0901297433073761
"4","Human_Disturbance",1400.75158691406,0.214193905887082,0.0810580650578476
"5","cnRatio",988.216918945312,0.151111762935008,0.0571856937771574
"6","ForestAge",765.636108398438,0.117076139751044,0.044305487186291
"7","Lai",674.637573242188,0.103161230171637,0.0390396247366084
"8","DimtrMn",344.636016845703,0.0526995187777548,0.0199432425675848
"9","Richnss",220.467224121094,0.0337124271681992,0.0127578985188236
"10","Fire_Frequency",4.32166337966919,0.00066084091416939,0.000250084079618347
