"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6312.78955078125,1,0.365320854701945
"2","CHELSA_Annual_Mean_Temperature",4829.3134765625,0.765004668334752,0.27947215928703
"3","SoilMoisture",1582.90490722656,0.250745711462957,0.0916026376244946
"4","Human_Disturbance",1532.509765625,0.242762688871094,0.0886862729881303
"5","cnRatio",921.645935058594,0.145996619663099,0.053335609878918
"6","ForestAge",837.927062988281,0.132734832398235,0.0484908024204428
"7","Lai",664.704223632812,0.10529484917655,0.0384664042968896
"8","DimtrMn",357.788299560547,0.0566767348542877,0.0207051932186839
"9","Richnss",231.898727416992,0.0367347470641237,0.0134199691947254
"10","Fire_Frequency",8.64172744750977,0.00136892373458581,0.000500096388740668
