"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6239.2265625,1,0.358704158832405
"2","CHELSA_Annual_Mean_Temperature",5138.37060546875,0.823558906540149,0.295414004819419
"3","Human_Disturbance",1578.7958984375,0.253043527530581,0.0907677656908414
"4","SoilMoisture",1422.99682617188,0.228072632387578,0.0818106017532784
"5","cnRatio",912.296813964844,0.146219536159831,0.0524495557230764
"6","ForestAge",820.162231445312,0.131452548361488,0.0471525757863836
"7","Lai",731.682861328125,0.117271404395827,0.0420657404689
"8","DimtrMn",333.538482666016,0.0534583059814981,0.0191757166796986
"9","Richnss",211.713623046875,0.0339326711293592,0.0121717902543934
"10","Fire_Frequency",5.01097822189331,0.000803140929680466,0.000288089991604907
