"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",5765.5517578125,1,0.337839562808177
"2","CHELSA_Annual_Mean_Temperature",4920.91162109375,0.853502288731649,0.288346840080879
"3","Human_Disturbance",1803.42077636719,0.3127924008181,0.105673647942107
"4","SoilMoisture",1453.49743652344,0.252100318855677,0.0851694615060038
"5","cnRatio",1109.34460449219,0.192409096490894,0.0650034050387999
"6","ForestAge",746.071411132812,0.129401563366743,0.0437169675945152
"7","Lai",705.619201660156,0.122385372866356,0.0413466208632854
"8","DimtrMn",331.500152587891,0.0574966918194252,0.0194246572271911
"9","Richnss",225.295867919922,0.0390762024839408,0.0132014871633784
"10","Fire_Frequency",4.73323631286621,0.000820951144259963,0.000277349775663658
