"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6008.2041015625,1,0.355166574548928
"2","CHELSA_Annual_Mean_Temperature",4455.44287109375,0.741559839808881,0.263377268127972
"3","Human_Disturbance",1604.38659667969,0.267032638964853,0.0948410676739073
"4","SoilMoisture",1570.50903320312,0.261394088259202,0.0928384429343607
"5","cnRatio",1071.4326171875,0.178328265664088,0.0633362392611653
"6","ForestAge",874.303283691406,0.145518239545829,0.0516832146738825
"7","Lai",738.902038574219,0.122982180046457,0.0436791596176595
"8","DimtrMn",358.320495605469,0.0596385358334088,0.0211816144830653
"9","Richnss",226.313247680664,0.0376673701250943,0.0133781908195963
"10","Fire_Frequency",8.76664352416992,0.00145911213666827,0.000518227859463236
