"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",5843.4853515625,1,0.342276856440786
"2","CHELSA_Annual_Mean_Temperature",5003.9365234375,0.85632738381033,0.293101045014762
"3","Human_Disturbance",1619.76806640625,0.277192115485177,0.0948764459184376
"4","SoilMoisture",1580.72705078125,0.270510997406467,0.0925896538249471
"5","cnRatio",947.798522949219,0.162197467081146,0.0555164391551926
"6","ForestAge",804.341369628906,0.137647537597374,0.0471135664656442
"7","Lai",702.796875,0.12027015260885,0.0411656897586107
"8","DimtrMn",342.448120117188,0.0586034018251829,0.0200585881534598
"9","Richnss",220.030227661133,0.0376539367215661,0.0128880710936779
"10","Fire_Frequency",7.06189632415771,0.00120850757712081,0.00041364417448178
