"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6242.79052734375,1,0.360819540115966
"2","CHELSA_Annual_Mean_Temperature",4719.82177734375,0.756043592472098,0.272795301343405
"3","Human_Disturbance",1758.15014648438,0.281628886758828,0.101617205403692
"4","SoilMoisture",1532.99597167969,0.245562615782972,0.0886037900964855
"5","cnRatio",1034.38293457031,0.165692398301635,0.0597850549559073
"6","ForestAge",783.294189453125,0.12547180399891,0.0452726786164073
"7","Lai",685.227478027344,0.109763009831262,0.0396046387290604
"8","DimtrMn",330.854156494141,0.0529977988281013,0.019122641400314
"9","Richnss",207.349075317383,0.0332141651092061,0.0119843197800395
"10","Fire_Frequency",6.83122158050537,0.00109425769623124,0.000394829558722512
