"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6317.6826171875,1,0.365456929759459
"2","CHELSA_Annual_Mean_Temperature",4542.3955078125,0.71899710432663,0.262762474253152
"3","Human_Disturbance",1664.2724609375,0.263430843520025,0.0962726272767727
"4","SoilMoisture",1625.03405761719,0.257219958026416,0.094002816133191
"5","cnRatio",1122.10717773438,0.177613730496945,0.0649101686305375
"6","Lai",754.644958496094,0.119449647002376,0.0436537012543395
"7","ForestAge",720.377075195312,0.114025524681392,0.0416714181642728
"8","DimtrMn",321.072357177734,0.0508212230073484,0.0185729681268863
"9","Richnss",215.134231567383,0.0340527127751087,0.0124447998607719
"10","Fire_Frequency",4.35801267623901,0.0006898119041914,0.000252096540617315
