"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",5626.68994140625,1,0.330063906612227
"2","CHELSA_Annual_Mean_Temperature",5019.33349609375,0.892057950298092,0.294436131999884
"3","Human_Disturbance",1850.60888671875,0.328898323168708,0.108557465423275
"4","SoilMoisture",1514.78112792969,0.26921354183435,0.0888576733307598
"5","cnRatio",1022.20855712891,0.181671385445744,0.059963167199878
"6","Lai",746.279235839844,0.132632016978232,0.0437770416656947
"7","ForestAge",718.237915039062,0.127648390531282,0.0421321264515183
"8","DimtrMn",341.463073730469,0.060686314207164,0.0200303619451137
"9","Richnss",198.969863891602,0.0353617963604858,0.011671652651568
"10","Fire_Frequency",8.70216846466064,0.00154658752397609,0.000510472720081279
