"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6497.52490234375,1,0.367176150539697
"2","CHELSA_Annual_Mean_Temperature",4855.51708984375,0.74728718440037,0.274386031715777
"3","Human_Disturbance",1717.859375,0.264386731997032,0.0970765025084409
"4","SoilMoisture",1598.54504394531,0.246023688707787,0.090334030961302
"5","cnRatio",966.049987792969,0.148679689930007,0.0545916362119358
"6","ForestAge",748.155578613281,0.115144703538329,0.0422783890002383
"7","Lai",746.917602539062,0.114954173129777,0.0422084307782655
"8","DimtrMn",340.559753417969,0.0524137665551884,0.0192450850390204
"9","Richnss",219.446426391602,0.0337738492256404,0.0124009519475788
"10","Fire_Frequency",5.3581748008728,0.000824648597951511,0.000302791297743794
