"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6121.10986328125,1,0.356300268979593
"2","CHELSA_Annual_Mean_Temperature",4856.30322265625,0.793369720708297,0.282677844888631
"3","SoilMoisture",1547.21508789062,0.252767083494436,0.0900609798382546
"4","Human_Disturbance",1492.97814941406,0.243906445523875,0.0869039321460131
"5","cnRatio",1166.02624511719,0.190492618358615,0.0678725711598014
"6","ForestAge",751.670776367188,0.122799752521392,0.0437535848539993
"7","Lai",686.514953613281,0.112155306626905,0.039960965918655
"8","DimtrMn",327.928863525391,0.0535734320817439,0.0190882282608853
"9","Richnss",222.241134643555,0.0363073265481991,0.0129363102150533
"10","Fire_Frequency",7.65032911300659,0.00124982712022515,0.000445313739114212
