"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6417.0361328125,1,0.372772003298203
"2","CHELSA_Annual_Mean_Temperature",4675.01318359375,0.728531534938507,0.271576159744942
"3","Human_Disturbance",1506.07043457031,0.234698761764681,0.0874891275946278
"4","SoilMoisture",1495.69714355469,0.233082238061069,0.0868865328152534
"5","cnRatio",994.851867675781,0.155032922845605,0.0577919332263319
"6","ForestAge",811.963439941406,0.126532471243158,0.0471677627875844
"7","Lai",732.878234863281,0.114208213838134,0.0425736246655507
"8","DimtrMn",349.765655517578,0.0545057949306389,0.0203182343676553
"9","Richnss",225.547134399414,0.0351481789616416,0.0131022570838149
"10","Fire_Frequency",5.54930114746094,0.000864776359772304,0.000322364416037249
