"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",5874.736328125,1,0.341325175460047
"2","CHELSA_Annual_Mean_Temperature",5112.47216796875,0.870247085557364,0.297037239171462
"3","Human_Disturbance",1692.46423339844,0.288091948109373,0.0983330347370586
"4","SoilMoisture",1493.90698242188,0.254293452332468,0.0867967572357209
"5","cnRatio",1009.22027587891,0.171789884602534,0.058636212504221
"6","Lai",740.488708496094,0.126046288231021,0.0430227714465409
"7","ForestAge",722.365173339844,0.122961292727566,0.0419697848150306
"8","DimtrMn",350.314361572266,0.0596306526805558,0.0203534429889878
"9","Richnss",211.342254638672,0.0359747642846338,0.0122790927315865
"10","Fire_Frequency",4.24245691299438,0.000722152736061334,0.000246488909345088
