"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6411.74560546875,1,0.366658459533653
"2","CHELSA_Annual_Mean_Temperature",4539.5576171875,0.708006508136503,0.259596575613131
"3","Human_Disturbance",1806.90979003906,0.281812458138997,0.103328921778637
"4","SoilMoisture",1588.85412597656,0.247803675277039,0.0908593138438567
"5","cnRatio",1019.31262207031,0.158975836658415,0.0582898353722481
"6","ForestAge",831.86279296875,0.129740455120246,0.0475704354135842
"7","Lai",712.07568359375,0.111058006260635,0.0407203574944033
"8","DimtrMn",345.403747558594,0.0538704697304256,0.0197520634457121
"9","Richnss",226.309677124023,0.0352961098348939,0.0129416172595928
"10","Fire_Frequency",4.93867444992065,0.000770254272987426,0.000282420245182783
