"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6134.98388671875,1,0.351158575574247
"2","CHELSA_Annual_Mean_Temperature",5030.5810546875,0.819982765656141,0.287943979983242
"3","SoilMoisture",1610.13049316406,0.262450647449904,0.092161795517047
"4","Human_Disturbance",1606.42980957031,0.261847437455863,0.0919499731547674
"5","cnRatio",1095.94567871094,0.178638721624597,0.0627305190280978
"6","Lai",716.524047851562,0.116793142587175,0.0410129135877522
"7","ForestAge",693.4736328125,0.113035933853675,0.0396935375207612
"8","DimtrMn",372.706176757812,0.0607509626169779,0.0213332214973423
"9","Richnss",206.174240112305,0.0336063213725204,0.0118011479434646
"10","Fire_Frequency",3.74460196495056,0.000610368671555441,0.000214336193278554
