"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6106.9140625,1,0.362965177901799
"2","CHELSA_Annual_Mean_Temperature",4289.83447265625,0.702455352859528,0.25496683211873
"3","Human_Disturbance",1667.21704101562,0.273004830910149,0.099091247019353
"4","SoilMoisture",1586.50122070312,0.259787710202959,0.0942938924505181
"5","cnRatio",1080.36987304688,0.176909296903484,0.0642119144230554
"6","ForestAge",845.7880859375,0.138496804978988,0.0502695174580291
"7","Lai",712.963439941406,0.116746925311986,0.0423750685153532
"8","DimtrMn",322.440124511719,0.0527991914102228,0.0191642679032827
"9","Richnss",208.766555786133,0.0341852781371332,0.0124080655606671
"10","Fire_Frequency",4.27384757995605,0.000699837517969994,0.000254016649212333
