"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6251.4697265625,1,0.356187812240221
"2","CHELSA_Annual_Mean_Temperature",4990.62353515625,0.798312037559918,0.2843490181435
"3","Human_Disturbance",1595.06884765625,0.255151015269066,0.0908816819195597
"4","SoilMoisture",1550.1865234375,0.2479715316945,0.0883244373721205
"5","cnRatio",1249.82568359375,0.199925095739205,0.0712108824632641
"6","Lai",713.051330566406,0.114061390641732,0.0406272771937557
"7","ForestAge",667.434997558594,0.106764493271504,0.0380282112833128
"8","DimtrMn",316.600463867188,0.0506441649268414,0.0180388343080246
"9","Richnss",212.686798095703,0.0340218872358922,0.0121181815828359
"10","Fire_Frequency",4.10103940963745,0.000656012040210661,0.000233663493405879
