"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6443.94482421875,1,0.369816374775089
"2","CHELSA_Annual_Mean_Temperature",4982.69921875,0.77323741196901,0.285955856534851
"3","SoilMoisture",1553.60583496094,0.241095458968225,0.0891610486103651
"4","Human_Disturbance",1410.23291015625,0.218846211230125,0.0809329124703883
"5","cnRatio",1003.95404052734,0.155798050404484,0.0576166701976126
"6","ForestAge",790.722595214844,0.122707846945401,0.0453793711138047
"7","Lai",695.022399902344,0.107856665266622,0.0398871609442324
"8","DimtrMn",320.997253417969,0.0498137805605568,0.0184219517407469
"9","Richnss",215.8046875,0.0334895306193382,0.012384976806563
"10","Fire_Frequency",7.73094177246094,0.00119972190689858,0.000443676806347488
