"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6230.7646484375,1,0.366664516303786
"2","CHELSA_Annual_Mean_Temperature",4548.1279296875,0.729946994680347,0.267645661731872
"3","SoilMoisture",1532.26428222656,0.245919139733646,0.0901698224202805
"4","Human_Disturbance",1476.27673339844,0.236933477140506,0.0868750987918977
"5","cnRatio",1080.84814453125,0.173469582870908,0.0636051406967809
"6","ForestAge",862.444458007812,0.138417113575954,0.0507526439974934
"7","Lai",723.852355957031,0.116173920345162,0.0425968543104735
"8","DimtrMn",329.595336914062,0.0528980559387227,0.0193958400941824
"9","Richnss",202.226654052734,0.0324561535322069,0.011900519835968
"10","Fire_Frequency",6.69361066818237,0.00107428398372597,0.000393901817265787
