"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6068.50048828125,1,0.353088267965124
"2","CHELSA_Annual_Mean_Temperature",5097.40185546875,0.8399771682168,0.29658608345592
"3","SoilMoisture",1516.71618652344,0.249932613411227,0.088248273577367
"4","Human_Disturbance",1470.31518554688,0.242286408048606,0.0855484881693736
"5","cnRatio",958.714294433594,0.157982074201847,0.0557816169494679
"6","ForestAge",775.139221191406,0.127731590808678,0.0451005261630663
"7","Lai",720.222412109375,0.118682104994501,0.0419052588909633
"8","DimtrMn",341.265960693359,0.0562356320729265,0.0198561419265536
"9","Richnss",233.246795654297,0.0384356557447288,0.0135711791150101
"10","Fire_Frequency",5.39950847625732,0.000889759914608922,0.000314163787154061
