"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6048.51953125,1,0.349308058834913
"2","CHELSA_Annual_Mean_Temperature",5039.76416015625,0.833222763705736,0.291051426167112
"3","Human_Disturbance",1599.31384277344,0.26441409910483,0.0923619756868905
"4","SoilMoisture",1531.27734375,0.253165644227248,0.0884327997487103
"5","cnRatio",1053.83679199219,0.174230534686626,0.0608601298611543
"6","ForestAge",766.123962402344,0.126663055057378,0.0442444258881924
"7","Lai",689.867980957031,0.114055675507501,0.0398405666106299
"8","DimtrMn",348.482971191406,0.0576145897175251,0.0201252404947987
"9","Richnss",233.053115844727,0.0385306048266266,0.0134590507777241
"10","Fire_Frequency",5.47741031646729,0.000905578677256137,0.00031632592987463
