"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6092.13525390625,1,0.353849054645598
"2","CHELSA_Annual_Mean_Temperature",4452.390625,0.730842379467059,0.258607885069358
"3","Human_Disturbance",2029.90869140625,0.333201514215345,0.117903040811582
"4","SoilMoisture",1503.18725585938,0.246742265759044,0.0873095174799505
"5","cnRatio",1065.19384765625,0.174847373418581,0.0618695777914308
"6","ForestAge",782.605285644531,0.128461574313001,0.0454560066289406
"7","Lai",744.392150878906,0.122189038794174,0.0432364758653728
"8","DimtrMn",343.813781738281,0.0564356777072258,0.0199697112049855
"9","Richnss",198.446166992188,0.0325741564691862,0.0115263344724993
"10","Fire_Frequency",4.68977785110474,0.000769808557368727,0.000272396030283016
