"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6275.685546875,1,0.363280475032503
"2","CHELSA_Annual_Mean_Temperature",4952.27392578125,0.789120788285393,0.286672174826341
"3","SoilMoisture",1498.75549316406,0.23881940577956,0.0867584271785788
"4","Human_Disturbance",1391.22143554688,0.221684376177777,0.0805336054851469
"5","cnRatio",1016.45617675781,0.16196735307491,0.0588395769648104
"6","ForestAge",840.804931640625,0.133978180608381,0.0486716570954031
"7","Lai",699.590393066406,0.111476330010634,0.0404971741211433
"8","DimtrMn",367.077087402344,0.0584919503471826,0.0212489835077021
"9","Richnss",228.428970336914,0.0363990465472989,0.0132230629204329
"10","Fire_Frequency",4.74826765060425,0.000756613379548417,0.000274862867938296
