"","variable","relative_importance","scaled_importance","percentage"
"1","angsprR",6252.61572265625,1,0.358584008707346
"2","CHELSA_Annual_Mean_Temperature",5016.97705078125,0.80238051934046,0.287720823133785
"3","Human_Disturbance",1578.85095214844,0.252510472765422,0.090546217564812
"4","SoilMoisture",1557.46459960938,0.249090087843705,0.0893197222282607
"5","cnRatio",946.635925292969,0.151398385456961,0.0542890399689772
"6","ForestAge",801.192321777344,0.128137144087432,0.045947930791182
"7","Lai",718.644897460938,0.114935081466296,0.0412138822532897
"8","DimtrMn",338.812774658203,0.0541873656860953,0.0194307228090109
"9","Richnss",220.057556152344,0.0351944795447718,0.012620177559533
"10","Fire_Frequency",5.71016883850098,0.000913244806939002,0.000327474983803354
